permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-4739,,"Building Permit No Plan Check",,,"4580 Taylor Ave Bellevue [BEL]",,134-253-018,,"Remove and haul off existing layers of comp shingles. Install WeatherWatch underlayment. Install sheet metal gutters and downspouts. Place new vents, caps, and jacks. Fabricate and install chimney flashing. Install limited lifetime high-definition architectural shingles. 30 SQUARES."
BLD25-4741,,"Building Permit No Plan Check",,,"385 Watertrough Rd Twin Hills [TWI]",,077-160-048,,"VBU25-0284, T/O 13sqrs install Class A Comp Shingles"
BLD25-4744,,"Building Permit No Plan Check",,,"4653 Stony Point Rd Bellevue [BEL]",,134-253-030,,"Metering Panel replacement, like for like, no added load."
BLD25-4745,Issue/Payment,"Building Permit No Plan Check",,,"502 Irwin Ln D Santa Rosa [SRO]",,130-010-058,,"SFD - replace worn electrical wire for well hook up"
BLD25-4751,,"Building Permit No Plan Check",,,"775 W Dry Creek Rd Healdsburg [HEA]",,089-160-025,,"SFD - Replace a/c condenser, coil, and furnace"
BLD25-4754,Finaled,"Building Permit No Plan Check",,,"1252 W Sexton Rd Twin Hills [TWI]",,077-040-006,,"Water heater replacement."
BLD25-4755,,"Building Permit No Plan Check",,,"465 W Agua Caliente Rd Glen Ellen [GLE]",,056-071-009,,"REPLACE 2 WINDOWS WITH NAIL FIN VINYL WINDOWS. NO CHANGE TO SIZE OR LOCATION."
BLD25-4756,,"Building Permit No Plan Check",,,"875 E Verano Ave Agua Caliente [AGU]",,127-153-022,,"Master Bath - Replace existing shower with new walk-in shower – no change in footprint, drain will not be moved. drywall patching(C-9)finish carpentry (C-6) Change a Light switch (C-10)"
BLD25-4757,Finaled,"Building Permit No Plan Check",,,"16650 Center Way Forestville [FOR]",,071-192-020,,"SFD; 14sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles (10 Comp - 4 flat) Main House"
BLD25-4758,,"Building Permit No Plan Check",,,"16650 Center Way Forestville [FOR]",,071-192-020,,"SFD; 5sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Detached Garage"
BLD25-4760,"Application Accepted/In","Building Permit No Plan Check",,,"502 Irwin Ln D Santa Rosa [SRO]",,130-010-058,,"SFD - Legalize mini split to clear violation VBU25-0120"
BLD25-4763,,"Building Permit No Plan Check",,,"10750 Moonshine Rd Twin Hills [TWI]",,073-030-027,,"Install of New 100A Sub Panel."
BLD25-4765,,"Building Permit No Plan Check",,,"18768 Park Tree Ln Agua Caliente [AGU]",,052-730-027,,"SFD - REPLACE 90' DUCTWORK WITH R8 DUCTING"
BLD25-4767,,"Building Permit No Plan Check",,,"6871 Covey Rd Forestville [FOR]",,083-060-039,,"Remove and replace with Class-A Comp Shingles."
BLD25-4769,,"Building Permit No Plan Check",,,"627 Hunter Ln Bellevue [BEL]",,045-132-056,,"REPLACE 60' DUCTWORK WITH R8 DUCTING"
BLD25-4772,,"Building Permit No Plan Check",,,"5394 Marigold Ln Windsor [WIN]",,039-310-047,,"SFD - Remove/Replace (E) Ducting and Furnace Remove (E) 11 duct runs & NG Furnace. Install (N) 11 duct runs (Appx 165 linear ft) in same location of attic & crawlspace. Install (N) NG Furnace in same location of garage Install (N) AC in right side yard"
BLD25-4774,,"Building Permit No Plan Check",,,"5394 Marigold Ln Windsor [WIN]",,039-310-047,,"Remove (E) NG Tanked Water heater. Install (N) 40G NG Tanked Water Heater in same location of garage"
BLD25-4775,Finaled,"Building Permit No Plan Check",,,"5626 Vine Hill Rd Graton [GRA]",,078-050-032,,"200 amp sub panel replacement. like for like. same location."
BLD25-4776,,"Building Permit No Plan Check",,,"4765 Lambert Dr Windsor [WIN]",,058-192-002,,"Self-cert. SFD. Remove & dispose of existing roof on house. Install 29sq of Malarkey Highlander shingles."
BLD25-4779,,"Building Permit No Plan Check",,,"36870 Greencroft Close Sea Ranch [SEA]",,155-400-015,,"like for like 200amp electric meter panel replacement"
BLD25-4780,,"Building Permit No Plan Check",,,"2045 Rio Lindo Ave Healdsburg [HEA]",,087-150-010,,"100a Electrical Zinsco Meter Main Panel Replacement"
BLD25-4782,,"Building Permit No Plan Check",,,"308 Stirrup Ct Windsor [WIN]",,039-300-008,,"SFD - 3-Bath Waste Repipe with ABS (appx. 250 LF), Sewer Lateral repair 3 BATHROOM WHOLE HOUSE WASTE REPIPE WITH ABS REPIPE DRAINS: YES REPIPE FIXTURES DRAINS Lavatories 3 Shower 2 Kitchen Sink 1 MATERIAL USED: ABS ESTIMATE PIPE LENGTH: 250 IS THE INSTALL IN THE PUBLIC R.O.W?: NO REPAIRS SPOT SIZE: 2, LOCATION: 3, LENGTH: FRONT YARD REPAIR SCOPE - 3INCH SEWER LATERAL REPAIR SFD, 3-Bath Waste Repipe 2 Vanity Waste Lines & Replace Cast Iron w/ ABS"
BLD25-4783,,"Building Permit No Plan Check",,,"1155 Wild Rose Dr Santa Rosa [SRO]",,037-022-021,,"SFD - Reroof, (N) Electrical Sub Panel, (N) T1-11 Siding, (N) Windows, (N) Trim"
BLD25-4784,,"Building Permit No Plan Check",,,"3695 Frei Rd Graton [GRA]",,130-190-007,,"SFD - Whole house waste and water repipe with (N) ABS and PEX REPIPE FRESH WATER: YES REPIPE DRAINS: YES REPIPE FIXTURES FRESH WATER Lavatories 2 Shower 1 Toilet 2 Kitchen Sink 1 Washers 1 Water Heater 1 MATERIAL USED: PEX ESTIMATE PIPE LENGTH: 250FT IS THE INSTALL IN THE PUBLIC R.O.W?: NO REPIPE FIXTURES DRAINS Lavatories 2 Shower 1 Toilet 2 Kitchen Sink 1 Washers 1 Water Heater 1 MATERIAL USED: ABS ESTIMATE PIPE LENGTH: 250FT IS THE INSTALL IN THE PUBLIC R.O.W?: NO REPIPE SCOPE 2 BATHROOM WHOLE HOUSE WASTE AND WATER REPIPE WITH NEW ABS AND PEX"
BLD25-4785,,"Building Permit No Plan Check",,,"329 Main Sail Sea Ranch [SEA]",,156-580-021,,"(1) 90K BTUS FURNACE CHANGEOUT IN OUTSIDE CLOSET"
BLD25-4786,Finaled,"Building Permit No Plan Check",,,"30402 River Rd Cloverdale [CLO]",,116-210-042,,"To upgrade the existing zinsco meter main panel to a new 200a solar rated panel"
BLD25-4788,Finaled,"Building Permit No Plan Check",,,"2131 Joy Ridge Rd Occidental [OCC]",,073-330-037,,"Need a 189 for an installed control box for a mound septic system — permit SEP24-0249"
BLD25-4789,Finaled,"Building Permit No Plan Check",,,"16600 Coleman Valley Rd Occidental [OCC]",,074-170-035,,"SFD. Replace heat pump condenser and evaporator coil"
BLD25-4792,Finaled,"Building Permit No Plan Check",,,"1866 Weiss Ln Penngrove [PEN]",,047-292-063,,"200 amp meter main electrical panel replacement. like for like"
BLD25-4793,Finaled,"Building Permit No Plan Check",,,"15665 Pozzan Rd Healdsburg [HEA]",,089-061-015,,"Full reroof with tear off, GAF comp shingles over Tiger Paw underlayment."
BLD25-4794,,"Building Permit No Plan Check",,,"1205 Austin Creek Rd Guerneville [GUE]",,097-060-022,,"(1) 70K BTUS FURNACE CHANGEOUT IN BASEMENT"
BLD25-4795,,"Building Permit No Plan Check",,,"11230 Westside Ave Forestville [FOR]",,081-023-014,,"(1) 50 GAL TANKED TO TANKLESS WATER HEATER IN BASEMENT"
BLD25-4796,,"Building Permit No Plan Check",,,"2059 Sea Way Bodega Bay [BBY]",,100-340-077,,"REPIPE FRESH WATER: YES, REPIPE FIXTURES FRESH WATER Lavatories 3 Shower 2 MATERIAL USED: PEX, ESTIMATE PIPE LENGTH: 250FT IS THE INSTALL IN THE PUBLIC R.O.W?: NO REPIPE SCOPE : 3 BATHROOM WATER PEX WHOLE HOUSE REIPE"
BLD25-4797,Finaled,"Building Permit No Plan Check",,,"1396 Skillman Ln Petaluma [PET]",,048-061-092,,"REPIPE FRESH WATER: YES, REPIPE FIXTURES FRESH WATER Lavatories 1 MATERIAL USED: PEX, ESTIMATE PIPE LENGTH: 250FT IS THE INSTALL IN THE PUBLIC R.O.W?: NO REPIPE SCOPE : 1 BATHROOM WATER PEX WHOLE HOUSE REPIPE"
BLD25-4798,,"Building Permit No Plan Check",,,"17918 Carriger Rd Agua Caliente [AGU]",,133-020-042,,"Tear off and re-roof with Class A Standing Seam Roof Panel System Self certify 55sqs."
BLD25-4799,"Awaiting Applicant Response","Building Permit No Plan Check",,,"16792 Center Way Forestville [FOR]",,071-200-008,,"REPIPE FRESH WATER: YES, REPIPE FIXTURES FRESH WATER Lavatories 2 Shower 1 MATERIAL USED: PEX, ESTIMATE PIPE LENGTH: 250FT IS THE INSTALL IN THE PUBLIC R.O.W?: NO REPIPE SCOPE : 2 BATHROOM WATER PEX REPIPE"
BLD25-4800,Finaled,"Building Permit No Plan Check",,,"2150 Floral Way Santa Rosa [SRO]",,036-035-045,,"SFD - Reroof 23 Squares, Contract est. $13,100 work to be performed at 2150 Floral way Santa Rosa CA, 95403 remove existing roofing material, and install new like materials for a class A roofing system."
BLD25-4801,,"Building Permit No Plan Check",,,"4415 Kastania Rd Petaluma [PET]",,019-330-005,,"Replace Existing Roof at 4415 Kastania Rd."
BLD25-4803,,"Building Permit No Plan Check",,,"5775 Hwy 116 S Cotati [COT]",,062-180-072,,"tear off re roof 23 squares using class A comp shingles SELF CERTIFICATE"
BLD25-4804,,"Building Permit No Plan Check",,,"336 Oak Tree Dr Santa Rosa [SRO]",,130-393-002,,"2.5 bathroom water repipe with 250ft copper to PEX pipe, 3 bathroom waste repipe with 250ft cast iron to ABS pipe, 4 fixture gas repipe."
BLD25-4807,,"Building Permit No Plan Check",,,"345 Sutton Pl Bellevue [BEL]",,134-102-041,,"Cap Sheet Lower Roof, Ceramaflex Elastomeric Coating, No alteration to roof deck. Value $5,500."
BLD25-4808,,"Building Permit No Plan Check",,,"17700 Natoma Dr Forestville [FOR]",,071-120-055,,"SFD_Remove (E) rooftop package unit. Install (N) 2.5 Ton package unit in same location"
BLD25-4809,,"Building Permit No Plan Check",,,"10700 Cherry Ridge Rd Twin Hills [TWI]",,061-200-038,,"4 FIXTURE WHOLE HOUSE GAS REPIPE"
BLD25-4811,,"Building Permit No Plan Check",,,"5254 Enterprise Rd Bennett Valley [BEN]",,055-030-013,,"(1) 3 TON HEAT PUMP PACKAGE UNIT CHANGEOUT IN SIDE YARD"
BLD25-4813,Finaled,"Building Permit No Plan Check",,,"20501 Hwy 116 N Monte Rio [MRO]",,094-123-005,,"(1) 40 GAL TRADITIONAL WATER HEATER CHANGEOUT IN BASEMENT"
BLD25-4814,,"Building Permit No Plan Check",,,"353 Petersen Ln Petaluma [PET]",,021-023-019,,"Renew to Complete - BLD24-1510 and BLD24-6844 (OTC Building permit No Plan Check) Permit Electrical 100amp panel to address VBU24-0030 and Replace gasline and valve like for like VBU24-0248"
BLD25-4815,,"Building Permit No Plan Check",,,"613 Barcelona Dr Agua Caliente [AGU]",,056-730-004,,"Kitchen Remodel- Remove existing counters, cabinets, sink, dishwasher, cooktop, ovens, refrigerator & lighting. Install new cabinets, counters, sink, dishwasher, cooktop, ovens, refrigerator & lighting. Install new finishes."
BLD25-4816,,"Building Permit No Plan Check",,,"39250 Hwy 1 Sea Ranch [SEA]",,122-300-007,,"REROOF 5500 SQ FT ROOF WITH MALARKEY VISTA BLACK SHINGLES. I AM A SELF CERTIFYING CONTRACTOR"
BLD25-4818,,"Building Permit No Plan Check",,,"1711 Schaeffer Rd Twin Hills [TWI]",,063-280-048,,"Tear off existing roof (e) wood remains, install (n) underlayment, (n) class A comp shingles by GAF/ Stone Gray 0676-0137a, approx.3,042 sq. ft."
BLD25-4820,,"Building Permit No Plan Check",,,"6101 Cleland Ranch Rd Kenwood [KEN]",,028-160-009,,"Excavate the spring area / trench and replace upon repair; repair 4"" water line; and install 3x3 water vault. O'Brien-Kazemini Spring Water Easement to the Weeks- Seaman 1936 Settlement Agreement Spring Notice of Abatement 01.12.2024 Violations: -VBU23-0381 -VGR23-0030 - This permit is to resolve the above code enforcement violations and proceed with repairing, serving and minor upgrades to the neglected spring conveyance system. Please see items that need to be addressed before so I, (Turner O'Brien, EIT) have prepared a very detailed work plan and emails attached. 1. propose to backfill the excavation of 2 feet per Lang O'Brien with Nathan Quarrels, a month or two back. Thereby removing the over steepened ""vertical"" cut slope resolves ""grading violation"". (Everything is described in the Work Plan attached. 3. provide pre- and post-photo's to document the grading / excavation is resolved once completed resolved grading violation. (in Work Plan) 4. provide a copy of the water easement demonstrates Lang's right to the water and to perform maintenance within the easement on Kazemini's property. (DONE and attached in work plan)."
BLD25-4820,,"Building Permit No Plan Check",,,"6101 Cleland Ranch Rd Rincon Valley [RIN]",,028-160-009,,"Excavate the spring area / trench and replace upon repair; repair 4"" water line; and install 3x3 water vault. O'Brien-Kazemini Spring Water Easement to the Weeks- Seaman 1936 Settlement Agreement Spring Notice of Abatement 01.12.2024 Violations: -VBU23-0381 -VGR23-0030 - This permit is to resolve the above code enforcement violations and proceed with repairing, serving and minor upgrades to the neglected spring conveyance system. Please see items that need to be addressed before so I, (Turner O'Brien, EIT) have prepared a very detailed work plan and emails attached. 1. propose to backfill the excavation of 2 feet per Lang O'Brien with Nathan Quarrels, a month or two back. Thereby removing the over steepened ""vertical"" cut slope resolves ""grading violation"". (Everything is described in the Work Plan attached. 3. provide pre- and post-photo's to document the grading / excavation is resolved once completed resolved grading violation. (in Work Plan) 4. provide a copy of the water easement demonstrates Lang's right to the water and to perform maintenance within the easement on Kazemini's property. (DONE and attached in work plan)."
BLD25-4821,,"Building Permit No Plan Check",,,"125 Fleming Way Bellevue [BEL]",,045-290-022,,"Remove (E) electrical riser at the top of the house. Install (N) electrical riser in same location"
BLD25-4824,,"Building Permit No Plan Check",,,"4255 Hessel Rd Sebastopol [SEB]",,062-092-002,,"SFD; 32sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Detached Garage"
BLD25-4826,,"Building Permit No Plan Check",,,"143 Loma Vista Dr Glen Ellen [GLE]",,133-101-004,,"SFD. Replace furnace, ac, and ducting"
BLD25-4828,,"Building Permit No Plan Check",,,"15234 Arnold Dr Glen Ellen [GLE]",,054-400-011,,"-15234 Arnold Dr, Glen Ellen, CA - Remove existing asphalt and gravel and install new single ply PVC roofing system - Install standing seam metal roofing systems on sloped sections - Self certification - 2,768 SQ FT of roofing"
BLD25-4831,Finaled,"Building Permit No Plan Check",,,"6750 Petaluma Hill Rd Penngrove [PEN]",,047-275-002,,"Location: West side of main dwelling. (Street side) Replacing Zynsco 100-amp service panel with newer model 200-amp service panel. Existing conditoins: Overhead service"
BLD25-4833,,"Building Permit No Plan Check",,,"921 San Domingo Dr Santa Rosa [SRO]",,044-172-030,,"*Self Cert* Remove & dispose off existing roofing material, install new roof, re- flash pipes, vent to code."
BLD25-4836,,"Building Permit No Plan Check",,,"29292 River Rd Cloverdale [CLO]",,115-210-017,,"Replace 3-Phase 480V Overhead Service (like for like) for irrigation"
BLD25-4839,,"Building Permit No Plan Check",,,"2951 Thorn Rd Twin Hills [TWI]",,076-160-083,,"- 2951 Thorn Road Sebastopol, CA 95472 - Remove existing asphalt shingles and install new asphalt shingles. - (Main House) - Self certification -2,355 Sq Ft"
BLD25-4840,,"Building Permit No Plan Check",,,"2951 Thorn Rd Twin Hills [TWI]",,076-160-083,,"-2951 Thorn Road Sebastopol, CA 95472 -ADU on The same property (please see Permit# BLD25-4839) for the main house. -1000 Sq Ft of roofing - Remove existing asphalt shingles and install new asphalt shingles - Self Certification"
