permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-6019,Issued,"Building Permit No Plan Check",10/1/2025,10/01/2025,"9615 Lau Ln Penngrove [PEN]",047-011-013,$553.61,$0.00,"Proposed Roofing System 1. Structural Preparation Secure any loose skip sheeting using #10 2 1/4” at rafter locations / #10 1 1/2"" at skip sheeting coated deck screws, 2 screws per rafter Replace any damaged or broken skip sheeting with matching material Install 2’ x 6’ facia as appropriate Install K-style gutters and downspouts to flow away from the structure and to follow existing drainage 2. Underlayment Installation Install poly synthetic underlayment over existing wood sheathing Fasten using 1” cap nails per manufacturer’s specifications Overlap seams with a minimum 6” lap Install sheet metal drip edge at all eaves and fascia locations 3. Metal Panel Installation Install 29-gauge corrugated galvanized metal panels Attach directly to existing wood slats Use #10 1½” galvanized hex-head self-drilling screws with neoprene washer caps Screw pattern: Staggered along panel length: max 18” spacing on high rib Across panel width: max 6” spacing"
BLD25-6020,Issued,"Building Permit No Plan Check",10/1/2025,10/01/2025,"5047 Sonoma Mountain Rd Bennett Valley [BEN]",049-030-053,$374.76,$0.00,"replace existing 200-amp electrical panel with new 200-amp electrical panel"
BLD25-6022,Issued,"Building Permit No Plan Check",10/1/2025,10/13/2025,"9283 Ferguson Ct Twin Hills [TWI]",061-143-034,$402.75,$0.00,"SFD, Bathroom remodel like for like. replace bathroom vanity, shower, and flooring. Update lighting and replace angle stops. no structural alterations"
BLD25-6025,Issued,"Building Permit No Plan Check",10/2/2025,10/03/2025,"7315 Fircrest Ave Twin Hills [TWI]",060-170-005,$374.76,$0.00,"SFD, REPLACE ALL WATER LINES UNDER HOME USING COPPER PIPING"
BLD25-6026,Finaled,"Building Permit No Plan Check",10/2/2025,10/02/2025,"4015 Magnolia Ave Petaluma [PET]",021-152-050,$552.26,$0.00,"SFD-T/O 16 SQ, INSTALL COMP A SHINGLES"
BLD25-6027,Issued,"Building Permit No Plan Check",10/2/2025,10/02/2025,"8849 Mission Dr Kenwood [KEN]",050-174-007,$552.85,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-6032,Issued,"Building Permit No Plan Check",10/2/2025,10/08/2025,"4411 Porter Creek Rd Mark West Springs [MWS]",120-210-032,$370.00,$0.00,"EVT17-05825 New shower pan New tile around the walls of the shower."
BLD25-6035,Issued,"Building Permit No Plan Check",10/2/2025,10/02/2025,"6610 Barbara Dr Sebastopol [SEB]",063-020-018,$374.76,$0.00,"replace main electric panel with like for like 200A. customer is also adding solar and storage under a separate permit."
BLD25-6037,Issued,"Building Permit No Plan Check",10/2/2025,10/02/2025,"4707 Ponderosa Dr Bennett Valley [BEN]",049-420-002,$374.76,$0.00,"Removal of existing 100 amp zinsco service panel and upgrading to 200 amp service panel"
BLD25-6039,Issued,"Building Permit No Plan Check",10/2/2025,10/03/2025,"3710 Frei Rd Graton [GRA]",130-190-086,$374.76,$0.00,"ADD NEW AIR HANDLER, HEAT PUMP"
BLD25-6040,Finaled,"Building Permit No Plan Check",10/2/2025,10/02/2025,"250 Gold Ridge Rd Twin Hills [TWI]",077-010-100,$553.61,$0.00,"Re-roof of 1,400 square feet on main dwelling on parcel. Re-roof will be done with class A synthetic underlayment and class A composition shingles."
BLD25-6041,Finaled,"Building Permit No Plan Check",10/3/2025,10/03/2025,"6192 Westside Rd Healdsburg [HEA]",110-170-012,$374.76,$0.00,"Cottage: Replace in kind 100amp service panel"
BLD25-6042,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"7233 Malone Rd Forestville [FOR]",083-020-057,$553.14,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-6047,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"2340 Trinity Rd Glen Ellen [GLE]",053-230-004,$553.06,$0.00,"SFD. Remove & dispose 1 layer of existing roof on house. Install 25sq of GAF architectural roofing shingles."
BLD25-6048,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"3560 Moorland Ave Bellevue [BEL]",134-122-037,$553.08,$0.00,"tear off re roof 19 squares using class A comp shingles HOUSE SELF CERTIFICATE"
BLD25-6049,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"3560 Moorland Ave Bellevue [BEL]",134-122-037,$221.27,$0.00,"tear off re roof 4 squares using class A comp shingles GARAGE SELF CERTIFICATE"
BLD25-6051,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"17291 Hillcrest Ave Agua Caliente [AGU]",056-271-058,$403.14,$0.00,"Remove and replace old siding."
BLD25-6052,Finaled,"Building Permit No Plan Check",10/3/2025,10/03/2025,"340 Tom Jones Ct Bodega Bay [BBY]",100-340-069,$554.12,$0.00,"SFD; 30sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6054,Finaled,"Building Permit No Plan Check",10/3/2025,10/03/2025,"1088 Ludwig Ave Bellevue [BEL]",035-212-009,$553.71,$0.00,"SFD; 22sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6055,Finaled,"Building Permit No Plan Check",10/3/2025,10/03/2025,"5847 Sharp Rd Mark West Springs [MWS]",120-240-049,$555.32,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 29 SQ SELF CERT"
BLD25-6057,Finaled,"Building Permit No Plan Check",10/3/2025,10/03/2025,"3651 Frei Rd Graton [GRA]",130-190-097,$374.76,$0.00,"Replace existing 100 amp electrical service on Cottage with new 100 amp service"
BLD25-6058,Issued,"Building Permit No Plan Check",10/3/2025,10/13/2025,"3454 Vigilante Rd Glen Ellen [GLE]",054-110-044,$573.04,$0.00,"SFD - Remove (E) trim, Install weather barrier, Install James Hardie siding over existing wood siding 1) Remove existing trim on main structure(4700sqft). 2)Install weather barrier on main structure 3) Install James Hardie Batten Board siding on main structure(4700sqft) over existing wood siding."
BLD25-6059,Issued,"Building Permit No Plan Check",10/3/2025,10/06/2025,"14960 Canyon 2 Rd Guerneville [GUE]",070-256-020,$374.76,$0.00,"Install a MiniSplit system"
BLD25-6061,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"1609 London Ranch Rd Glen Ellen [GLE]",054-040-035,$554.26,$0.00,"Remove and dispose of existing roofing system. Replace any dry rot found. Install asphalt shingle roof system."
BLD25-6062,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"14960 Canyon 2 Rd Guerneville [GUE]",070-256-020,$374.76,$0.00,"Install a 50 gallon Geo Spring Heat pump water heater"
BLD25-6066,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"8986 Cypress Ave Cotati [COT]",046-223-021,$553.49,$0.00,"SFD; 30sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House only"
BLD25-6067,Issued,"Building Permit No Plan Check",10/3/2025,10/06/2025,"5305 Thomas Rd Graton [GRA]",104-020-037,$374.76,$0.00,"SFD. Install ductless mini split -install a 4-way ceiling cassette in living room area"
BLD25-6068,"Pre- Due","Building Permit No Plan Check",10/3/2025,,"21073 River Blvd Monte Rio [MRO]",095-170-016,$374.76,$0.00,"SFD - (N) 40 A Circuit to serve range"
BLD25-6071,Issued,"Building Permit No Plan Check",10/3/2025,10/03/2025,"65 Aloha Ct Petaluma [PET]",048-092-021,$374.76,$0.00,"remove furnace and install Mitsubishi forced air heat pump to existing ventilation system"
BLD25-6072,Issued,"Building Permit No Plan Check",10/4/2025,10/04/2025,"4319 Primrose Ave Bellevue [BEL]",134-263-008,$553.63,$0.00,"residential re roof. tear off old shingles and install new class A shingles."
BLD25-6073,Issued,"Building Permit No Plan Check",10/5/2025,10/05/2025,"2657 Olsen Rd Twin Hills [TWI]",076-120-046,$558.22,$0.00,"Home full reroof with tear off, GAF comp shingles, Tiger Paw underlayment."
BLD25-6074,Finaled,"Building Permit No Plan Check",10/6/2025,10/06/2025,"17570 Woods Ave Guerneville [GUE]",072-173-036,$374.76,$0.00,"REMOVE AND REPLACE 50 GALLON GAS PV/DV WATER HEATER IN GARAGE. LIKE FOR LIKE SAME LOCATION."
BLD25-6075,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"1865 Wood Rd Santa Rosa [SRO]",059-040-011,$374.76,$0.00,"SFD - (N) Mitsubishi SVZ-AP24NL 24L BTU Air Handler and a Mitsubishi SUZ- AK24NLHZ 24K BTU Outdoor Heat Pump"
BLD25-6080,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"35174 Crows Nest Dr Sea Ranch [SEA]",122-350-010,$553.64,$0.00,"TEAR OFF AND RE-ROOF WITH CLASS A COMP SHINGLES/NO SHEATHING/ SELF-CERTIFIED 33 SQS."
BLD25-6084,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"16466 Willow Creek Rd Camp Meeker [CAM]",074-160-048,$552.86,$0.00,"T/O 7 SQ METAL ROOFING SYSTEM; RESHEATH WITH 7/16"" CDX; RE- ROOF WITH METAL ROOFING SYSTEM; DETACHED SHED"
BLD25-6087,Issued,"Building Permit No Plan Check",10/6/2025,10/08/2025,"26839 Willow Ter Cloverdale [CLO]",117-290-017,$558.38,$0.00,"SFD - Full house siding replacement and trim with new James Hardie siding, like-for-like."
BLD25-6088,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"20718 Flint Ct Sonoma [SON]",142-170-007,$553.65,$0.00,"Tear off asphalt shingles down to plywood deck, approx 2200 sq ft. Install new 15lb felt paper underlayment, install new starter course and install new 30 year high definition type 1 architectural asphalt shingles, approx 2200 sq ft."
BLD25-6089,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"1001 W Railroad Ave Cotati [COT]",113-210-035,$374.76,$0.00,"Install new 200 amp electrical meter main. Upgrade from 100 to 200 amps. Move new panel 3 feet to meet clearance requirements from gas"
BLD25-6090,Issued,"Building Permit No Plan Check",10/6/2025,10/07/2025,"3789 Vine Hill Rd Graton [GRA]",130-050-047,$402.60,$0.00,"Remove old siding and install new"
BLD25-6091,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"8684 Kennedy Rd Twin Hills [TWI]",076-120-020,$374.76,$0.00,"Septic Electric -Kennedy"
BLD25-6092,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"15600 Arnold Dr Glen Ellen [GLE]",133-070-037,$374.76,$0.00,"Replacing current 200 amp zynsico main panel to a square d 200 amp service with all new equipment. Like for like. Same location."
BLD25-6093,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"8270 Mirabel Ave Forestville [FOR]",082-032-001,$374.76,$0.00,"REMOVE AND REPLACE 40 GALLON GAS WATER HEATER IN BASEMENT. LIKE FOR LIKE SAME LOCATION."
BLD25-6094,Issued,"Building Permit No Plan Check",10/6/2025,10/24/2025,"185 Queens Ln Petaluma [PET]",113-100-009,$374.76,$0.00,"SFD - Remove & replace furnace in closet like for like."
BLD25-6095,Finaled,"Building Permit No Plan Check",10/6/2025,10/06/2025,"4395 Hwy 116 S Sebastopol [SEB]",062-070-059,$552.57,$0.00,"Re-roof. Removal of existing roof materials and installation of 21 squares of Malarkey Ecoasis roofing system on a single family dwellling. Work valuation: $12,000. Self-certified."
BLD25-6096,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"13370 Arnold Dr Glen Ellen [GLE]",054-260-016,$553.09,$0.00,"TEAR OFF AND REROOF WITH 26 SQUARES OF NEW GAF TIMBERLINE HD SHINGLES. REPLACE GUTTERS."
BLD25-6098,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"17500 Willow Creek Rd Camp Meeker [CAM]",074-180-048,$374.76,$0.00,"Replace Main Panel 200AMP like for like"
BLD25-6106,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"200 Fuente Ln Agua Caliente [AGU]",056-201-094,$553.09,$0.00,"Residential, Replace Damaged Exterior Stucco in-kind & Replace Windows (Like for Like) for Unit in Apartment Complex (200 Fuente Ln)"
BLD25-6108,Finaled,"Building Permit No Plan Check",10/6/2025,10/06/2025,"327 Anteeo Way Bellevue [BEL]",043-280-001,$552.31,$0.00,"Main house/ tear off reproof 15sq tear off install class A comp"
BLD25-6109,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"1990 Coffee Ln Graton [GRA]",061-021-035,$555.52,$0.00,"T/O 34 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT"
BLD25-6110,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"4033 Petaluma Blvd N Petaluma [PET]",048-061-009,$552.90,$0.00,"SFD; 18sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles and TPO. Main House"
BLD25-6111,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"700 Michael Dr Agua Caliente [AGU]",127-372-001,$554.23,$0.00,"SFD; 32sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House and detached garage"
BLD25-6113,Issued,"Building Permit No Plan Check",10/6/2025,10/06/2025,"10599 Grays Rd Forestville [FOR]",082-243-018,$552.46,$0.00,"SFD; 13sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6114,Issued,"Building Permit No Plan Check",10/6/2025,10/08/2025,"3454 Vigilante Rd Glen Ellen [GLE]",054-110-044,$561.33,$0.00,"1) Remove existing trim on detached garage(2300sqft). 2)Install weather barrier on detached garage. 3) Install James Hardie Batten Board siding detached garage(2300sqft) over existing wood siding."
BLD25-6120,Issued,"Building Permit No Plan Check",10/7/2025,10/08/2025,"107 Bailhache Ave Healdsburg [HEA]",088-160-047,$221.27,$0.00,"109 BAILHACHE AVE. - ROOFING REPAIR."
BLD25-6121,Issued,"Building Permit No Plan Check",10/7/2025,10/08/2025,"4388 Harrison Grade Rd Graton [GRA]",074-041-020,$374.76,$0.00,"Replace gas furnace with electric heat pump."
BLD25-6123,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"3250 Trinity Rd Glen Ellen [GLE]",053-250-019,$374.76,$0.00,"Repipe whole house using PEX material"
BLD25-6126,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"7225 Malone Rd Forestville [FOR]",083-020-071,$553.67,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-6127,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"7375 Alder Ave Cotati [COT]",046-112-007,$374.76,$0.00,"Urgent Repair to electrical panel. Tree damage, no power"
BLD25-6130,Finaled,"Building Permit No Plan Check",10/7/2025,10/08/2025,"7303 Lynch Rd Twin Hills [TWI]",060-150-008,$374.76,$0.00,"Electrify freestanding pergola with a single 120v 20a circuit."
BLD25-6131,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"918 Dorthel St Twin Hills [TWI]",060-270-056,$553.35,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-6132,Issued,"Building Permit No Plan Check",10/7/2025,10/08/2025,"5464 Skylane Blvd C Santa Rosa [SRO]",059-400-004,$579.57,$0.00,"Over existing single layer of built-up roofing, install new white 60mil TPO membrane meeting T24 cool roof requirements including R10 insulation."
BLD25-6134,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"3839 Oak Glen Dr Bennett Valley [BEN]",049-280-028,$374.76,$0.00,"Replace existing water heater with new 50 gallon heat pump water heater."
BLD25-6137,Finaled,"Building Permit No Plan Check",10/7/2025,10/07/2025,"711 Vacherie Way Healdsburg [HEA]",110-180-037,$374.76,,"SFD - Replace faulty 200A Electric Meter"
BLD25-6140,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"3790 Harrison Grade Rd Graton [GRA]",074-060-056,$374.76,$0.00,"REPLACING EXISTING HORIZONTAL FAU THAT SERVICES THE NORTH WING OF THE HOME WITH LENNOX 5T TWO STAGE HIGH EFFICIENT CONVENTIONAL HORIZONTAL FAU IN SAME LOCATION. REPLACING EXISTING HORIZONTAL FAU THAT SERVICES THE SOUTH WING OF THE HOME WITH LENNOX 2T HIGH EFFICIENT TWO STAGE CONVENTIONAL HORIZONTAL FAU IN SAME LOCATION."
BLD25-6143,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"35451 Timber Ridge Rd Sea Ranch [SEA]",155-270-018,$374.76,$0.00,"REPLACING EXISTING FAU IN OUTDOOR CLOSET WITH LENNOX 97 HIGH EFFICIENT TWO STAGE VARIABLE SPEEED FAU IN SAME LOCATION. REPLACING 5 SUPPY RUNS ALUMAFLEX R8 UNDER THE HOME. REPLACING TANKED WATER HEATER IN OUTDOOR CLOSET WITH NAVIAN NATURAL GAS TANKLESS WATER HEATER MODEL NPE-0240A2- NG SERIAL 2087X2551414370 IN SAME LOCATION."
BLD25-6144,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"1638 Lovall Valley Rd Sonoma [SON]",127-191-021,$374.76,$0.00,"Install new 400 amp/ 320 amp rated overhead service to existing garage as called out on site plan."
BLD25-6145,Issued,"Building Permit No Plan Check",10/7/2025,11/04/2025,"120 Queens Ln Petaluma [PET]",113-100-048,$374.76,$0.00,"Install a Ductless Minisplit"
BLD25-6150,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"18023 Brooks Ave Agua Caliente [AGU]",052-184-015,$374.76,$0.00,"Hi, Im looking to get a permit for a panel panel upgrade. The property is located at 18023. Brooks Ave Sonoma Ave 95476. The current panel is a zinsco and its heating up owner would like to replace it with a new panel."
BLD25-6151,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"14003 Janice Dr Guerneville [GUE]",072-031-078,$221.27,$0.00,"SFD, Reroof attached carport and storage, remove shingles, 44x12 new metal roofing material"
BLD25-6152,Issued,"Building Permit No Plan Check",10/7/2025,10/09/2025,"1251 Lohrman Ln Petaluma [PET]",021-152-013,$402.62,$0.00,"Yellow House w/ att garage. T/O 10 sqrs re sheath and reroof using class a comp."
BLD25-6153,Issued,"Building Permit No Plan Check",10/7/2025,10/08/2025,"1820 High School Rd Graton [GRA]",060-420-013,$374.76,$0.00,"REPLACING EXISTING FAU UNDER THE HOME WITH LENNOX 4T 80% TWO STAGE FAU AND RELOCATING IT TO THE ATTIC. REPLACING 10 SUPPLY RUNS WIREFLEX R8 IN ATTIC."
BLD25-6154,Issued,"Building Permit No Plan Check",10/7/2025,10/07/2025,"5450 Hall Rd Santa Rosa [SRO]",130-240-056,$374.76,$0.00,"REPLACING EXISTING FAU IN OUTDOOR CLOSET WITH LENNOX 5T 80% TWO STAGE FAU IN SAME LOCATION."
BLD25-6156,Issued,"Building Permit No Plan Check",10/7/2025,10/08/2025,"500 Liberty Rd Petaluma [PET]",113-070-062,$374.76,$0.00,"REPLACING EXISTING FAU IN INDOOR CLOSET WITH LENNOX 5T ULN HIGH EFFICIENT UPFLOW FAU IN SAME LOCATION. REPLACING EXISTING A/C UNIT IN BACK YARD OF HOME WITH LENNOX 5T 15 SEER TWO STAGE A/C COMMPRESSOR IN SAME LOCATION."
BLD25-6157,Finaled,"Building Permit No Plan Check",10/7/2025,10/15/2025,"33655 Geysers Rd Cloverdale [CLO]",115-040-003,$374.76,$0.00,"Replace the pedestal with a new, upgraded 50/30/20A pedestal to meet the power demands for Cabin #65, and install new concrete for support."
BLD25-6158,Finaled,"Building Permit No Plan Check",10/7/2025,10/08/2025,"438 Boyes Blvd Agua Caliente [AGU]",052-195-008,$552.96,$0.00,"Complete Roofing tear off and replacement with comp shingles."
BLD25-6161,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"825 Madison Dr Agua Caliente [AGU]",052-202-013,$374.76,$0.00,"SFD, Furnace Replacement"
BLD25-6163,Issued,"Building Permit No Plan Check",10/8/2025,10/09/2025,"99 Liberty Rd Petaluma [PET]",113-130-028,$374.76,$0.00,"Commercial, Replace Gas Water Heater w/ (N) Heat Pump Water Heater"
BLD25-6165,Finaled,"Building Permit No Plan Check",10/8/2025,10/08/2025,"5055 Hutchinson Rd Twin Hills [TWI]",062-091-002,$1579.01,$0.00,"Legalize SFD, Reroof, Tearoff 26 sq GAF Shake wood 30 year"
BLD25-6166,Finaled,"Building Permit No Plan Check",10/8/2025,10/08/2025,"5055 Hutchinson Rd Twin Hills [TWI]",062-091-002,$402.60,$0.00,"Guesthouse, Reroof, Tearoff 6 sq GAF Shake wood 30 year"
BLD25-6167,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"530 Mayfield Dr Windsor [WIN]",058-162-003,$374.76,$0.00,"SFD. Replace furnace and 8 runs if R8 aluma flex"
BLD25-6169,Issued,"Building Permit No Plan Check",10/8/2025,10/13/2025,"1277 Kinnybrook Dr Kenwood [KEN]",051-230-004,$559.51,$0.00,"*Self Cert* SFD, Tear off & Reroof (25 SQ) w/ Class A Comp Shingles w/ Single Layer of Underlayment. Install 20 SQ of 60 Mil. TPO Membrane w/ Single Layer of FR Sheet to Achieve Class A Fire Rating"
BLD25-6170,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"55 Sea Meadow Dr Sea Ranch [SEA]",122-470-005,$374.76,$0.00,"REPLACING EXISTING 200AMP MAIN SERVICE PANEL FORE NEW 200AMP MAIN SERVICE PANEL, LIKE FOR LIKE, NO ADDED LOAD."
BLD25-6172,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"18909 Olive Ave Agua Caliente [AGU]",052-253-010,$374.76,$0.00,"new panel upgrade - 340amp service."
BLD25-6173,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"2241 N Fitch Mountain Rd Healdsburg [HEA]",087-051-017,$553.53,$0.00,"Tear off and reroof 18 squares with a class a fire rated roof system using GAF Tiger Paw underlayment and GAF HDZ lifetime shingle. Self Cert."
BLD25-6174,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"5295 Las Flores Rd Bodega Bay [BBY]",101-240-016,$553.43,$0.00,"SFD; 23sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6175,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"19 East Ave Camp Meeker [CAM]",075-250-004,$374.76,$0.00,"SFD, Install (N) Ducted Forced Air Heat Pump System"
BLD25-6176,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"6431 Rutgers Dr Twin Hills [TWI]",063-300-015,$555.28,$0.00,"SFD; 33sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6177,Issued,"Building Permit No Plan Check",10/8/2025,10/11/2025,"8004 Eastside Rd Windsor [WIN]",066-230-071,$374.76,$0.00,"SFD, Replace 200A FPE panel with 200A SD Homeline meter combo in same location. No added load. No gates. Surface mount. No Solar"
BLD25-6179,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"8179 Appian Way Forestville [FOR]",084-100-041,$553.06,$0.00,"SFD; 25sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-6181,Issued,"Building Permit No Plan Check",10/8/2025,10/08/2025,"3280 Hicks Rd Graton [GRA]",130-146-003,$374.76,$0.00,"RELOCATE (E) METER 200AMP SERVING SFD & SOCKET FOR FUTURE METER"
