permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-1783,Issued,"Building Permit No Plan Check",4/1/2025,04/01/2025,"4077 Stony Point Rd Bellevue [BEL]",134-214-019,$363.62,$0.00,"Service panel upgrade from 100 to 400 Amp with 3 meter sockets"
BLD25-1785,Issued,"Building Permit No Plan Check",4/2/2025,04/03/2025,"5875 Hwy 12 A Kenwood [KEN]",031-040-040,$363.62,$0.00,"Commercial, Replace Rooftop Package Unit Like for Like in Same Location"
BLD25-1786,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"1 Everett Rd Cotati [COT]",024-103-033,$537.21,$0.00,"Tear off old comp roof. Install new similar comp roof."
BLD25-1788,Issued,"Building Permit No Plan Check",4/2/2025,04/03/2025,"5848 Petaluma Hill Rd Penngrove [PEN]",045-232-026,$544.60,$0.00,"SFD, Install (N) Cement Siding over (E) T-111 Siding & Install Cement Soffit Boards on Overhangs"
BLD25-1789,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"1920 Redwood Hill Rd Mark West Springs [MWS]",079-100-027,$363.62,$0.00,"Septic Electric 189 Inspection to final SEP19-0243 (1920 Redwood Hill Rd)"
BLD25-1790,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"8610 Graton Rd Graton [GRA]",130-130-017,$363.62,$0.00,"SFD, Replace Furnace 80% AFUE Located in Garage (Like for Like)"
BLD25-1791,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"31463 Seaview Rd Timber Cove [TIM]",109-470-021,$363.62,$0.00,"70K BTUS 97% FURNACE CHANGEOUT BASEMENT"
BLD25-1792,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"17630 Neeley Rd Forestville [FOR]",071-230-046,$391.57,$0.00,"Reroof 17630 Neeley Rd 5 Guerneville, CA 95446"
BLD25-1793,Finaled,"Building Permit No Plan Check",4/2/2025,04/02/2025,"711 Middle Two Rock Rd Petaluma [PET]",021-041-066,$537.29,$0.00,"Tear-off & re-roof 2000sq ft asphalt shingle roof and 500sq ft modified bitumen roof."
BLD25-1795,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"21210 Via Colombard Sonoma [SON]",142-260-057,$538.02,$0.00,"Tear off 19 squares of flat roof install new 60 Mil. TPO membrane ***Self-Cert***"
BLD25-1796,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"4404 Daywalt Rd Sebastopol [SEB]",062-070-055,$363.62,$0.00,"SFD, R8 Ducts 11 Supply 0 Return Located in Attic"
BLD25-1798,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"11791 Barnett Valley Rd Twin Hills [TWI]",073-080-028,$363.62,$0.00,"Upgrading the current panel to a 200 amp solar-ready panel."
BLD25-1799,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"10461 Moonshine Rd Twin Hills [TWI]",073-030-042,$363.62,$0.00,"Replace existing 200A electric meter main with new 200A meter panel. Like for like"
BLD25-1800,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"18443 Arnold Dr Agua Caliente [AGU]",052-203-066,$363.62,$0.00,"-To Replace 100 amp zinsco Meter main with new 200 amp meter panel."
BLD25-1801,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"4064 Snyder Ln Penngrove [PEN]",045-143-035,$537.40,$0.00,"Tear off existing roof and replace with Class A composition roof"
BLD25-1802,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"1536 Willowside Rd Santa Rosa [SRO]",034-072-058,$537.61,$0.00,"SFD; 36sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-1804,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"300 Sanderling Ct Bodega Bay [BBY]",100-242-053,$553.10,$0.00,"SFD, Replace (E) Siding with Fiber Cement Siding, Add Trex Material to Entry Deck"
BLD25-1805,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"20 Hemlock Ave Agua Caliente [AGU]",056-192-011,$537.59,$0.00,"SFD; 30sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-1806,Finaled,"Building Permit No Plan Check",4/2/2025,04/02/2025,"109 Pepper Ln Petaluma [PET]",113-100-044,$363.62,$0.00,"Installation of 2 3T Daikin Minisplit heat pumps 3 heads each Installation of a 50 Rheems 50-gallon heat Pump water heater."
BLD25-1807,Finaled,"Building Permit No Plan Check",4/2/2025,04/02/2025,"20890 Burndale Rd Sonoma [SON]",126-061-027,$539.21,$0.00,"Overlay existing roof with comp roof on Main House and Separate Garage. Install new gutters. (Color Gaff Hunter Green)."
BLD25-1809,Finaled,"Building Permit No Plan Check",4/2/2025,04/08/2025,"953 Ragle Rd Twin Hills [TWI]",060-262-008,$363.62,$0.00,"SFD, Add (1) Dedicated 50A 240-Volt Single Phase Circuit & (1) New Tesla EV Charger"
BLD25-1811,Issued,"Building Permit No Plan Check",4/2/2025,04/02/2025,"3115 Brayton Ln Petaluma [PET]",048-105-035,$363.62,$0.00,"SFD - Replace boiler in mechanical room same location; Install 90k boiler"
BLD25-1814,Issued,"Building Permit No Plan Check",4/3/2025,04/03/2025,"467 Noonan Ranch Ln Windsor [WIN]",058-321-044,$363.62,$0.00,"(N) R8 Ducts in crawlspace; 9 Supply, 1 Return"
BLD25-1816,Issued,"Building Permit No Plan Check",4/3/2025,04/03/2025,"1083 Palomino Rd Cloverdale [CLO]",117-280-022,$363.62,$0.00,"Remove FAU. Install minisplit system with 42K HP at the right of home towards the rear"
BLD25-1817,Issued,"Building Permit No Plan Check",4/3/2025,04/16/2025,"40 Calle Del Monte Agua Caliente [AGU]",056-441-019,$392.04,$0.00,"Replace existing Grease Interceptor"
BLD25-1818,Issued,"Building Permit No Plan Check",4/3/2025,04/03/2025,"6476 Lone Pine Rd Twin Hills [TWI]",063-230-059,$619.18,$0.00,"Re-roof 6476 Lone Pine Road, Sebastopol, CA 95472 Self certified contractor. Residental roof approximately 4300 sq ft. Tear off existing roof material and haul away debris. re-nail existing plywood where necessary. Install Polyglass class A rated underlayment. Install 24 gauge steel metal roof system, including all roof panels, ridges, valleys, and venting ridge. Install 7 inch 27 gauge fascia gutter, new downspouts and gutter screen. Aproximately 230 lineal feet."
BLD25-1820,Finaled,"Building Permit No Plan Check",4/3/2025,04/03/2025,"316 Monte Vista Ln Petaluma [PET]",021-100-026,$363.62,$0.00,"We removed a existing leaking 50 gallon tank style water heater and installed a tankless water heater. used a existing 3/4 gas line. ran new 2 inch pvc vent pipe and 1/2 pvc condensation line. used existing copper hot and cold water lines"
BLD25-1822,Issued,"Building Permit No Plan Check",4/3/2025,04/08/2025,"36971 Timber Ridge Rd Sea Ranch [SEA]",155-150-013,$363.62,$0.00,"70K BTUS furnace change out in the basement. 97% AFUE. 6 supply and 1 return R8 duct change outs in the basement."
BLD25-1826,Issued,"Building Permit No Plan Check",4/3/2025,04/03/2025,"9835 Hwy 128 Geyserville [GEY]",132-030-014,$538.05,$0.00,"strip existing roof, replace with new underlayment and new Class A comp roof, misc. fascia and trim repair"
BLD25-1829,Issued,"Building Permit No Plan Check",4/3/2025,04/23/2025,"3900 Hwy 37 Lakeville [LAK]",068-130-013,$1428.62,,"(VBU25-0082) We are running power from our main 600-amp electrical box to help with farming. The power line splits into two parts: one 200-amp line goes to the lemna farm area with a 150-amp power box, and another line goes to the vegetable garden area. The second line gives power to a farm gate, water pump, and vegetable garden area. Everything is set up safely according to electrical rules, with proper safety switches and power controls. This simple power setup gives us the electricity we need for our farming work."
BLD25-1833,Finaled,"Building Permit No Plan Check",4/3/2025,04/08/2025,"4810 Occidental Rd Santa Rosa [SRO]",060-030-024,$341.33,,"Re install solar panels after reroof (BLD25-1023)"
BLD25-1834,Issued,"Building Permit No Plan Check",4/3/2025,04/08/2025,"9050 Delta Way Monte Rio [MRO]",095-133-005,$363.62,$0.00,"SFD. Install ductless mini split, 3 indoor units"
BLD25-1838,Issued,"Building Permit No Plan Check",4/4/2025,04/04/2025,"141 Harris Hills Dr Graton [GRA]",060-303-077,$536.62,$0.00,"SFD. Remove & dispose 1 layer of existing comp roof on house. Install 56sq of GAF architectural roofing shingles."
BLD25-1839,Issued,"Building Permit No Plan Check",4/4/2025,04/04/2025,"10409 Scenic Dr Forestville [FOR]",082-143-082,$363.62,$0.00,"remove 100 amp zinsco meter panel with 200 amp meter panel"
BLD25-1841,Issued,"Building Permit No Plan Check",4/4/2025,04/04/2025,"4480 Grove St Sonoma [SON]",064-020-036,$363.62,$0.00,"SFD - Replace WH in accessible crawl space with 65 gal HPWH (same location)"
BLD25-1842,Issued,"Building Permit No Plan Check",4/4/2025,04/04/2025,"6860 Nolan Rd Forestville [FOR]",083-120-068,$537.35,$0.00,"SFD. Remove & dispose 1 layer of existing roof on house. Install 33sq of GAF architectural roofing shingles."
BLD25-1843,Finaled,"Building Permit No Plan Check",4/4/2025,04/04/2025,"7596 Elphick Rd Twin Hills [TWI]",076-012-033,$363.62,$0.00,"SolarCraft will be swapping out an existing gas central furnace for a ducted heat pump. This system will be utilizing existing ducts and installing an outdoor heat pump condenser, with a ducted air handler indoors"
BLD25-1846,Issued,"Building Permit No Plan Check",4/4/2025,04/17/2025,"15572 Fern Way Guerneville [GUE]",072-032-009,$1783.62,$0.00,"Legalize electrical wiring to unpermitted Shed (<120SF), trench conduit, outlet/switch, remove tankless water heater / plumbing and wood stove to clear violation VBU25-0034"
BLD25-1847,Issued,"Building Permit No Plan Check",4/4/2025,04/04/2025,"249 Anteeo Way Bellevue [BEL]",043-270-009,$363.62,$0.00,"Remove and replace the water heater, like for like same location (40gallons) (garage)"
BLD25-1850,Issued,"Building Permit No Plan Check",4/4/2025,04/07/2025,"18711 Hassett Ln Geyserville [GEY]",091-010-018,$363.62,$0.00,"Replace damaged 100 amp 3-phase meter"
BLD25-1851,Issued,"Building Permit No Plan Check",4/4/2025,04/04/2025,"3211 Old Gravenstein Hwy Sebastopol [SEB]",063-110-065,$536.36,$0.00,"3211 Old Gravenstein Hwy Sebastopol - Remove existing asphalt shingles and install new asphalt shingles. - 1,252 Sq ft of roofing - Self Certification"
BLD25-1852,"Pre- Due","Building Permit No Plan Check",4/4/2025,,"918 Yuba Dr Bellevue [BEL]",134-031-007,$1251.12,$0.00,"Legalize, Electrify Entry Gate with Key Pad & Details VBU24-0523"
BLD25-1853,Issued,"Building Permit No Plan Check",4/4/2025,04/25/2025,"622 Swan Dr Bodega Bay [BBY]",100-440-013,$363.62,$0.00,"SFD. MULTIZONE MINISPLIT SYSTEM WITH AIR HANDLER Install (2) 6k wall mounts Installing (1) 9k wall mount"
BLD25-1855,Issued,"Building Permit No Plan Check",4/4/2025,04/04/2025,"8000 Elphick Rd Twin Hills [TWI]",076-021-012,$537.40,$0.00,"8000 Elphick Rd Sebastopol - remove existing Asphalt shingles and install new asphalt shingles. - 1,995 Sq Ft of roofing - Self certification"
BLD25-1868,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"3765 Oak Glen Dr Bennett Valley [BEN]",049-280-018,$363.62,$0.00,"Replacement of 100amp to 200amp main panel"
BLD25-1871,Issued,"Building Permit No Plan Check",4/7/2025,04/08/2025,"4050 Bayberry Dr Mark West Springs [MWS]",029-222-011,$363.62,$0.00,"2017 COMPLEX FIRE SFD RPLC A/C CONDENSER AND COIL"
BLD25-1872,Finaled,"Building Permit No Plan Check",4/7/2025,04/07/2025,"17105 Arnold Dr Agua Caliente [AGU]",133-140-012,$112.88,$0.00,"we would like to reroof with a detached 2 car garage that is approximately 500 sq."
BLD25-1874,Finaled,"Building Permit No Plan Check",4/7/2025,04/07/2025,"8336 Medved Ln Twin Hills [TWI]",077-180-030,$536.72,$0.00,"TEAR OFF AND DESPOSE OF EXSITING 2 ROOFS DOWN TO BARE WOOD INSTALL SYNTHIC FELT UNDERLAYMENT INSTALL NEW 2"" METAL AROUND PERIMETER NEW 9"" STARTER AROUND PERMETER INSTALL NEW PIPE JACK AND EXHAUST FLASHING INSTALL NEW 30 YR LIMITED LIFETIME WARRANTY CLASS A FIRE RATED CERT ROOFING COMP SHINGLE SILVER BIRCH"
BLD25-1875,Finaled,"Building Permit No Plan Check",4/7/2025,04/07/2025,"13271 Frati Ln Graton [GRA]",080-040-012,$540.06,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 35 SQ SELF CERT"
BLD25-1877,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"1099 Dry Creek Rd Healdsburg [HEA]",089-050-039,$363.62,$0.00,"Install 320 amp meter to serve SFD and ADU"
BLD25-1879,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"5515 St Helena Rd Rincon Valley [RIN]",028-110-004,$539.75,$0.00,"SFD; 49sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main House"
BLD25-1880,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"5515 St Helena Rd Rincon Valley [RIN]",028-110-004,$4.00,$0.00,"5sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Back of garage"
BLD25-1881,Finaled,"Building Permit No Plan Check",4/7/2025,04/07/2025,"370 Treehaven Ln Kenwood [KEN]",050-162-048,$537.46,$0.00,"SFD; 34sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles House"
BLD25-1882,Finaled,"Building Permit No Plan Check",4/7/2025,04/07/2025,"5030 Rebecca Dr Penngrove [PEN]",047-340-038,$537.22,$0.00,"SFD; 29sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-1883,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"760 Dry Creek Rd Healdsburg [HEA]",089-090-043,$363.62,$0.00,"Replace (E) 100A with 200A panel"
BLD25-1886,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"515 Colony Rd Geyserville [GEY]",141-260-019,$546.55,$0.00,"Reside Det'd Garage with Hardie Cement Siding, Reroof w/ Metal Roof Class A (5 SQ), & Replace Garage Door and Windows"
BLD25-1887,Finaled,"Building Permit No Plan Check",4/7/2025,04/07/2025,"7617 Valley Ford Rd Two Rock [TWO]",022-110-023,$536.78,$0.00,"Remove and replace existing flat roof with new Class A fire rated flat roofing system 9 SQ SELF CERT"
BLD25-1888,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"3976 Azalea Ln Twin Hills [TWI]",062-010-040,$539.47,$0.00,"***Self - Certified*** Prepare existing surface to receive new roof. Apply 1 1/2 "" SPF with Silicone Coating."
BLD25-1892,Finaled,"Building Permit No Plan Check",4/7/2025,04/07/2025,"4231 Hwy 116 N Graton [GRA]",130-060-047,$535.97,$0.00,"18 squares tear off reroof flat torch down (Self Cert)"
BLD25-1893,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"8312 Blackney Rd Twin Hills [TWI]",076-080-071,$537.20,$0.00,"SFD; 30sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. - House"
BLD25-1894,Issued,"Building Permit No Plan Check",4/7/2025,04/07/2025,"8312 Blackney Rd Twin Hills [TWI]",076-080-071,$391.94,$0.00,"9sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. -Shop"
BLD25-1897,Issued,"Building Permit No Plan Check",4/7/2025,04/15/2025,"805 Wagnon Rd Twin Hills [TWI]",077-050-017,$363.62,$0.00,"Upgrade current service panel 200 amp like for like. Installation of new sub panel on detached workshop. Panel will be rated at 50 amps with new grounding up to code. Installation of wiring of receptacles inside the workshop."
BLD25-1900,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"2867 Bardy Rd Bennett Valley [BEN]",055-170-029,$537.90,$0.00,"**Self Certified** Remove roof. Install Class A Composition shingles with a synthetic underlayment. 25 squares"
BLD25-1901,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"1161 Wild Rose Dr Santa Rosa [SRO]",037-022-030,$536.45,$0.00,"19.5 roof square re-roof. tear off. no resheet. asphalt shingle to asphalt shingle."
BLD25-1902,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"5326 El Mercado Pky Windsor [WIN]",039-300-075,$363.62,$0.00,"Remove existing 125amp main panel and install a new 125amp main panel."
BLD25-1903,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"405 Dahlia Dr Sonoma [SON]",142-240-023,$363.62,$0.00,"REPLACE 40 GALLON GAS WATER HEATER LIKE FOR LIKE IN GARAGE"
BLD25-1904,Finaled,"Building Permit No Plan Check",4/8/2025,04/08/2025,"220 Grey Whale Sea Ranch [SEA]",156-410-007,$540.06,$0.00,"TEAR OFF 33 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT."
BLD25-1905,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"2200 Hatpat Ln Sonoma [SON]",127-061-040,$363.62,$0.00,"Replace existing gas furnace and gas water heater with new Harvest Thermal Heat Pump system. System will do both space heating and domestic hot water."
BLD25-1906,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"16 Temelec Cir Sonoma [SON]",142-140-049,$363.62,$0.00,"Replace 100 amp Zinsco Panel with new 100 amp Eaton Panel"
BLD25-1909,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"8335 Appian Way Forestville [FOR]",084-100-006,$363.62,$0.00,"Install a 95% efficient 80k BTU Bryant Furnace M# 916SA48080M17 Run all new properly sized high flow R-8 insulated wire flex duct to the 7 existing supply vent locations."
BLD25-1910,Finaled,"Building Permit No Plan Check",4/8/2025,04/08/2025,"5116 Bloomfield Rd Bloomfield [BLO]",027-040-019,$536.57,$0.00,"Tear off and dispose of existing roofing down to roofing substrate. Adhere GAF weather watch peel and stick membrane to valleys, ridges, rake edges, rake walls, around pipes and other leak prone areas. Install GAF Tiger Paw synthetic underlayment on all main facets of house. Install new pipe flashings and vent assemblies. Fabricate and install new chimney saddle. Install a pre- painted 2x2 nosing on rake edges. Install GAF Timberline HDZ shingles with GAF Z ridge cap. Install GAF cobra ridge on all main ridges."
BLD25-1911,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"18830 Orange Ave Agua Caliente [AGU]",052-241-013,$363.62,$0.00,"SFD- Replace failed combi boiler system in mechanical room and install new combi boiler in the same location."
BLD25-1912,Finaled,"Building Permit No Plan Check",4/8/2025,04/08/2025,"791 Gossage Ave Petaluma [PET]",048-132-028,$363.62,$0.00,"Residential HVAC Changeout: Emergency -No Heat. Replace existing non functional gas furnace with a new furnace; add AC (traditional central split system) & new ductwork; add single mini split HP"
BLD25-1915,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"915 Country Meadow Ln Agua Caliente [AGU]",052-203-043,$536.74,$0.00,"SFD; 24sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles -House"
BLD25-1917,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"1372 W College Ave Santa Rosa [SRO]",037-021-055,$363.62,$0.00,"SFD, Gas -Water Heater replacement"
BLD25-1918,Finaled,"Building Permit No Plan Check",4/8/2025,04/11/2025,"6784 Hwy 128 Geyserville [GEY]",131-170-044,$1783.62,$0.00,"ADU. Install Mini-split, Water Heater, Verify Smoke and CO alarms & Subpanel for Future Legalization of ADU -This does not clear entire building violation VBU24-0376 (Site Plan is included Per M. Carey)"
BLD25-1919,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"111 Redwood Ave Camp Meeker [CAM]",075-100-008,$363.62,$0.00,"90K BTUS 97% FURNACE CHANGEOUT GARAGE"
BLD25-1920,Issued,"Building Permit No Plan Check",4/8/2025,04/09/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$363.62,$0.00,"For Apt#15: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) Coleman(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-1922,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"10499 Cozey Ct Forestville [FOR]",082-180-043,$363.62,$0.00,"temporary power. Removing old service and setting up a temporary pole per pge verification"
BLD25-1923,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"165 McChristian Ave Bodega Bay [BBY]",101-012-004,$897.25,,"Remodel kitchen including cabinets, counters, fixtures, appliances, code compliant electrical and lighting. Repair rotten subfloor, replace window in like size remodel bathroom including shower, vanity and top, water conserving fixtures and code compliant electrical. Repair rot below tub and at toilet area, replace window like size"
BLD25-1925,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"7740 Hwy 128 Geyserville [GEY]",131-150-022,$363.62,$0.00,"(3) 200 amp service changes due to fire"
BLD25-1926,Issued,"Building Permit No Plan Check",4/8/2025,04/09/2025,"63 Live Oak Dr Petaluma [PET]",113-173-062,$363.62,$0.00,"Tanked to tankless water heater conversion and relocation to the outside back wall of home."
BLD25-1927,Issued,"Building Permit No Plan Check",4/8/2025,04/09/2025,"220 Temelec Cir Sonoma [SON]",142-170-018,$551.38,$0.00,"Remove and replace dry rotted siding, trim, and soffit at various locations in the hall and kitchen."
BLD25-1929,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"265 Watertrough Rd Twin Hills [TWI]",077-160-040,$539.16,$0.00,"SFD; 43sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-1930,Issued,"Building Permit No Plan Check",4/8/2025,04/08/2025,"1235 Bay View St Bodega Bay [BBY]",100-096-013,$363.62,$0.00,"Installing a tankless water heater with natural gas"
BLD25-1931,Issued,"Building Permit No Plan Check",4/8/2025,04/09/2025,"12998 Frati Ln Graton [GRA]",080-050-006,$363.62,$0.00,"(N) 200AMP Service Drop for well"
BLD25-1932,Issued,"Building Permit No Plan Check",4/8/2025,04/10/2025,"13000 Frati Ln Graton [GRA]",080-050-005,$363.62,$0.00,"RPLC (E) SVC WITH 400AMP SVC"
BLD25-1933,Finaled,"Building Permit No Plan Check",4/8/2025,04/08/2025,"16619 Guernewood Rd Forestville [FOR]",071-192-013,$536.30,$0.00,"SFD Tear off and reroof 20 squares using class “A” composition shingles. SELF CERT"
BLD25-1934,"Pre- Due","Building Permit No Plan Check",4/8/2025,,"11784 Saratoga Ave Forestville [FOR]",085-272-025,$363.62,$0.00,"Install mini-split ductless heat pump and service disconnect."
BLD25-1935,Finaled,"Building Permit No Plan Check",4/9/2025,04/09/2025,"5909 Van Keppel Rd Forestville [FOR]",083-050-018,$539.25,$0.00,"Tear off and re-roof residence with ""Class A"" Fire rated asphalt shingle roofing. Install 39 Squares in total. SFD and Self Certified with County."
BLD25-1936,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"5193 Oak Meadow Dr Santa Rosa [SRO]",130-352-002,$363.62,$0.00,"SFD Minor Bathroom Remodel - Remove (E) Tub to Replace w/ Shower, Replace Toilet & Vanity - Non-Structural"
BLD25-1937,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"8220 Bohemian Hwy Camp Meeker [CAM]",074-240-013,$536.53,$0.00,"Re-roof, installation of Fire Rated Polystick Underlayment and Class A Shingles"
BLD25-1941,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"1373 Bodega Ave Bodega Bay [BBY]",100-080-014,$539.96,$0.00,"Complete re-roof."
BLD25-1942,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"14800 McDonough Heights Rd Healdsburg [HEA]",087-191-030,$363.62,$0.00,"SFD- Replace existing 40 gallon electric water heater located in the downstairs laundry room like for like in same location."
BLD25-1943,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"1400 Montgomery Rd Twin Hills [TWI]",061-220-026,$537.10,$0.00,"T/O 34 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT"
BLD25-1944,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"5263 Arnica Way Windsor [WIN]",039-310-027,$539.39,$0.00,"Tear off existing roof, install class A fire rated shingles over 30 pound felt. Adams Roofing is self certified."
BLD25-1945,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"6045 Bodega Ave Two Rock [TWO]",022-330-011,$537.79,$0.00,Re-Roof
BLD25-1946,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"5492 Douglas Ln Forestville [FOR]",084-150-021,$363.62,$0.00,"TANKLESS WATER HEATER CHANGEOUT OUTSIDE CLOSET"
BLD25-1948,Issued,"Building Permit No Plan Check",4/9/2025,04/11/2025,"17000 Arnold Dr Glen Ellen [GLE]",133-220-003,$597.80,,"Commercial Tear off & Reroof at Recreation Building (39 SQ) w/ Class A Metal Roofing at Hanna Center - No HVAC Changes, all Equip to be reused"
BLD25-1949,Issued,"Building Permit No Plan Check",4/9/2025,04/09/2025,"11602 Saratoga Ave Forestville [FOR]",085-271-022,$536.95,$0.00,"SFD. Tear off and reroof and resheath 16 squares suing class ""A"" composition shingles. SELF CERT."
