permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-2490,Issued,"Building Permit No Plan Check",5/1/2025,05/29/2025,"5627 Inverness Ave Bennett Valley [BEN]",045-330-044,$363.62,$0.00,"High efficiency Bosch hybrid heat pump system. 18 seer with use of existing furnace . Hybrid/ dual fuel hvac system : Remove (E) evaporator coil and recycle. Install new Bosch r-410a horizontal evaporator coil. Re-insulate and seal supply and return sheet metal plenums ( sanitize inside plenum and inside the furnace using bio fresh sanitizer) Run new copper line sets 3/8 x 7/8 insulation on both lines. Install Bosch heat pump condenser at same location of existing ac. Build and pour new concrete pad to support heat pump. Bolt down to pad as required by code. Install new disconnect box with fuses, new 3/4 electric whip with a surge protector device. Install as per manufacturer specifications. Run three new thermostat wires and install 3 new ecobee lite smart thermostat configurable for use with dual fuel set up. Heat pump model number #BOVC2048 see attached equipment submittal file. Will be rated at 18 seer with use of existing furnace . Duct cleaning Clean hvac duct systems. Sanitize and clean with rotor brush . Seal all registers €clean return grills Clean dryer vent permit cost City permit cost title 24 Tittle 24 here’s test Honeywell air cleaner Honeywell electric air cleaner . ecobee thermostat Install ecobee thermostat"
BLD25-2493,Issued,"Building Permit No Plan Check",5/1/2025,05/01/2025,"480 Liberty Rd Petaluma [PET]",113-070-078,$363.62,,"Detached Barn, Run electrical to barn aprox 22' of trenching (BLD24-0969)"
BLD25-2496,Issued,"Building Permit No Plan Check",5/1/2025,05/01/2025,"45 Geyser Ridge Way Geyserville [GEY]",140-160-037,$537.90,$0.00,"SFD; 32sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-2497,Issued,"Building Permit No Plan Check",5/1/2025,05/01/2025,"8415 Spring Dr Forestville [FOR]",082-034-004,$536.20,$0.00,"SFD. Tear off and reroof 12 squares using class ""A"" composition shingles over plywood. SELF CERT."
BLD25-2499,Issued,"Building Permit No Plan Check",5/1/2025,05/01/2025,"18414 1st Ave Agua Caliente [AGU]",056-461-003,$536.79,$0.00,"SFD; 18sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-2501,Finaled,"Building Permit No Plan Check",5/1/2025,05/01/2025,"1615 Eastman Ln Petaluma [PET]",021-030-068,$363.62,$0.00,"REMOVE AND REPLACE HEATPUMP. INSTALL MITSUBSHI SYSTEM"
BLD25-2503,Finaled,"Building Permit No Plan Check",5/2/2025,05/02/2025,"18430 Old Monte Rio Rd Guerneville [GUE]",072-270-039,$363.62,$0.00,"Install 50 amp 4wire 240 volt GFCI disconnect for Hot tub."
BLD25-2507,Issued,"Building Permit No Plan Check",5/2/2025,05/06/2025,"237 Westside Rd Healdsburg [HEA]",088-220-007,$363.62,$0.00,"Install 2 zone mini split system, all electric. A single 3-ton outdoor unit will be connected to the indoor units. The system will connect to all new R-8 insulated ductwork. Furnace/Air Model #MPEADA18AA9. AC/Heat Pump Model #MXZ4C36NAM2U1."
BLD25-2508,Issued,"Building Permit No Plan Check",5/2/2025,05/06/2025,"1361 Ferguson Rd Twin Hills [TWI]",061-143-068,$391.72,$0.00,"Remove and replace Siding, up to 138 linear feet of 8 inch engineered lap siding , up to 9 feet of 2"" x 2"", COMPLETE ITEMS 3A,3B,3C: 3A- cedar trim, up to 9 feet of 2"" x 6"" primed cedar trim and up to 8 feet of 1"" x 4” primed cedar trim with CEMENT BOARD. 3B-Remove and replace up to 2 linear feet of 2"" x 6” primed cedar and up 2 feet of 2"" x 4” primed cedar with new materials. 3C-Remove and replace up to 4 linear feet of 2"" x 4” primed cedar trim and up to 4 feet of 2"" x 6” primed cedar trim with new materials."
BLD25-2509,Finaled,"Building Permit No Plan Check",5/2/2025,05/02/2025,"10056 Main St Penngrove [PEN]",047-181-011,$363.62,,"Replace existing water heater with new tankless in same location."
BLD25-2513,Issued,"Building Permit No Plan Check",5/2/2025,05/05/2025,"61 Silvia Dr Guerneville [GUE]",105-310-032,$363.62,$0.00,"SFD. Replace air handler and heat pump condenser"
BLD25-2514,Issued,"Building Permit No Plan Check",5/2/2025,05/02/2025,"14139 Occidental Rd Occidental [OCC]",073-190-007,$363.62,$0.00,"Upgrade 200A electrical panel to 320A."
BLD25-2516,Issued,"Building Permit No Plan Check",5/2/2025,05/02/2025,"5237 Montecito Ave Rincon Valley [RIN]",181-410-006,$539.36,$0.00,"SFD; 46sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-2518,Issued,"Building Permit No Plan Check",5/3/2025,05/05/2025,"36866 Mariners Dr Sea Ranch [SEA]",156-080-013,$536.88,$0.00,"Remove and replace damaged siding and moisture barrier on the south wall of the home, which is less than 30 liner ft. Replace in kind with new moisture barrier and Cedar siding matching the original siding. Application to do this work was approved on February 25,2025 by the Sea Ranch Association Design Committee."
BLD25-2519,Issued,"Building Permit No Plan Check",5/3/2025,05/03/2025,"4390 Bodega Ave Petaluma [PET]",021-082-008,$363.62,$0.00,"upgrade main service panel from 100 amps to 200 amps 120/240 volt single phase over head service."
BLD25-2520,Issued,"Building Permit No Plan Check",5/4/2025,05/04/2025,"10938 Cherry Ridge Rd Twin Hills [TWI]",061-190-011,$539.62,$0.00,"replace composition roof same for same class A 46 squares"
BLD25-2522,Issued,"Building Permit No Plan Check",5/4/2025,05/04/2025,"8355 Starr Rd Windsor [WIN]",066-200-025,$536.10,$0.00,"Tear off existing single layer roof, install lifetime comp shingles, 21 SQ DETACHED SHOP SELF CERTIFY"
BLD25-2530,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"3701 Porter Creek Rd Mark West Springs [MWS]",028-070-027,$363.62,$0.00,"Replace damaged 100 amp electrical service on pole"
BLD25-2531,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"10 E Agua Caliente Rd Agua Caliente [AGU]",056-151-045,$537.21,$0.00,"Reroof of both buildings at 10 E Agua Caliente Road."
BLD25-2533,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"97 Stone Crop Reach Sea Ranch [SEA]",155-320-008,$556.18,$0.00,"97 Stone Crop Reach> Tear off and re-roof with Copper standing seam system. (replacing whole roof of copper panels) SFD, Self-cert"
BLD25-2534,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"7630 Mirabel Rd Forestville [FOR]",083-151-031,$363.62,$0.00,"Electrical Panel Upgrade from 100amp to 200amp."
BLD25-2535,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"2736 N Fitch Mountain Rd Healdsburg [HEA]",087-093-010,$363.62,$0.00,"SFD, Main Panel Upgrade from 100A to 200A"
BLD25-2537,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"5177 Thomas Rd Graton [GRA]",104-020-047,$536.72,$0.00,"Tear off existing composition shingles. Apply 30yr GAF HDZ class A composition shingles with a #30lbs underlayment felt. Clean and haul away all roofing debris. Self Cert 18 square feet"
BLD25-2540,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"251 Manka Cir Windsor [WIN]",039-320-007,$363.62,$0.00,"NEW 3 TON CONDENSER LEFT SIDE YARD AND 60K BTUS 80% FURNACE CHANGEOUT GARAGE - REPLACE R8 DUCTS IN ATTIC 8 SUPPY 1 RETURN"
BLD25-2545,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"16640 Center Way Forestville [FOR]",071-192-019,$363.62,$0.00,"Replace old main panel with new Cutler Hammer 200 amp panel with new riser, ground and bonding systems, and breakers."
BLD25-2547,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"342 King Rd Petaluma [PET]",113-080-071,$541.42,$0.00,"Replace 29 windows and 1 Sliding Doors Like for Like no changes to be made"
BLD25-2548,Issued,"Building Permit No Plan Check",5/5/2025,06/04/2025,"9135 Graton Rd Graton [GRA]",130-151-004,$839.73,$0.00,"Installation of (1) new 200A, overhead fed electrial service meter for Graton Town Square. (Convenience outlet for vendors)"
BLD25-2549,Finaled,"Building Permit No Plan Check",5/5/2025,05/05/2025,"1103 San Domingo Dr Santa Rosa [SRO]",044-172-039,$363.62,$0.00,"Replace existing furnace and A/C with new heat pump Install ""Ruud"" 36,000 BTU, 3 ton, 18 SEER, variable speed heat pump system. * Install RD17AZ36 variable speed heat pump condenser with new RH2TZ36 two speed ducted air handler"
BLD25-2550,Finaled,"Building Permit No Plan Check",5/5/2025,05/07/2025,"6525 Lone Pine Rd Twin Hills [TWI]",063-073-054,$363.62,$0.00,"Shower valve replacement in existing location (Upstairs Bathroom)."
BLD25-2552,Finaled,"Building Permit No Plan Check",5/5/2025,05/05/2025,"6512 Wayne Ct Forestville [FOR]",083-110-056,$540.54,$0.00,"self certified remove existing roof and install certainteed presidential comp shingles fire rated in shake autumn blend color 47 squares (4700 sqft)"
BLD25-2553,Finaled,"Building Permit No Plan Check",5/5/2025,05/05/2025,"2401 River Rd Santa Rosa [SRO]",059-190-010,$537.75,$0.00,"remove existing comp roof. Install 30sq class a comp. self/cert"
BLD25-2557,Finaled,"Building Permit No Plan Check",5/5/2025,05/05/2025,"16450 Laughlin Rd Guerneville [GUE]",069-270-002,$539.28,$0.00,"SFD. Tear off and reroof 25 squares using class ""A"" composition shingles. SELF CERT."
BLD25-2559,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"18353 Clayton Ave Agua Caliente [AGU]",052-222-033,$535.97,$0.00,"tear off old roof and install 30 year class A shingles"
BLD25-2561,Finaled,"Building Permit No Plan Check",5/5/2025,05/05/2025,"33655 Old Redwood Hwy Cloverdale [CLO]",115-040-003,$536.29,$0.00,"Over existing mineral surface, install a 60mil TPO roof system. 10sqs Flat roof on the Lodge Building,"
BLD25-2562,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"14280 Hwy 1 B Twin Hills [TWI]",026-010-070,$536.51,$0.00,"SFD; 17sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles Main house"
BLD25-2563,Issued,"Building Permit No Plan Check",5/5/2025,05/05/2025,"279 Grey Whale Sea Ranch [SEA]",156-410-020,$363.62,$0.00,"(Re)applying for permit to install furnace at 279 Grey Whale, The Sea Ranch."
BLD25-2564,Issued,"Building Permit No Plan Check",5/5/2025,05/08/2025,"400 Estero Ln Bodega Bay [BBY]",103-030-003,$363.62,$0.00,"SFD. Replace furnace"
BLD25-2567,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"120 La Mancha Way Agua Caliente [AGU]",052-690-027,$363.62,$0.00,"120 La Mancha, Remove existing sylavnia meter main and install new 125A square D meter main in existing location"
BLD25-2568,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"112 La Mancha Way Agua Caliente [AGU]",052-690-018,$363.62,$0.00,"112 La Mancha, Remove existing sylavnia meter main and install new 125A square D meter main in existing location"
BLD25-2569,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"129 La Mancha Way Agua Caliente [AGU]",052-690-052,$363.62,$0.00,"129 La Mancha, Remove existing sylavnia meter main and install new 125A square D meter main in existing location"
BLD25-2570,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"152 La Mancha Way Agua Caliente [AGU]",052-690-056,$363.62,$0.00,"129 La Mancha, garages, Remove existing sylavnia meter main and install new 125A square D meter main in existing location"
BLD25-2574,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"1295 Mission Dr Sonoma [SON]",142-140-065,$536.61,$0.00,"TEAR OFF AND RE-ROOF 14 SQUARES WITH CLASS A, LIFETIME HDZ SHINGLES & TEAR OFF AND RE-ROOF 9 SQUARES WITH CLASS A, 25 YEAR 2-PLY TORCH-ON ROOFING, SFD. (SAME HOUSE)"
BLD25-2575,Finaled,"Building Permit No Plan Check",5/6/2025,05/08/2025,"40 Volkers Dr Petaluma [PET]",021-041-030,$363.62,$0.00,"SFD- REPLACE DUCTING, REPLACE FURNACE WITH AIR HANDLER. ADD NEW HEAT PUMP."
BLD25-2577,Issued,"Building Permit No Plan Check",5/6/2025,05/07/2025,"1584 High School Rd Graton [GRA]",060-420-031,$363.62,$0.00,"Install Lopi Nex-Gen Hybrid wood burning fireplace insert in existing wood burning fireplace."
BLD25-2578,Issued,"Building Permit No Plan Check",5/6/2025,05/07/2025,"8369 Spring Dr Forestville [FOR]",082-034-043,$363.62,$0.00,"SFD-INSTALL NEW HEAT PUMP, AIR HANDLER, AND DUCTING"
BLD25-2581,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"649 Cherry Ave Agua Caliente [AGU]",052-860-025,$363.62,$0.00,"Demo existing natural gas furnace and AC system. Install a new Mitsubishi 2- ton split heat pump system."
BLD25-2582,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"19101 C St Monte Rio [MRO]",094-124-002,$363.62,$0.00,"SFD Interior Minor Remodel of Kitchen, Powder Room, & Primary Bathroom - Upgrade Electrical, Mechanical, Plumbing & Replace Windows/Doors Throughout - 27.82% Valuation of Improvements"
BLD25-2590,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"131 Fleming Way Bellevue [BEL]",045-290-037,$391.45,$0.00,"Reroof and replace Class A comp shingles 26sq"
BLD25-2591,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"882 Seaeagle Loop Bodega Bay [BBY]",100-430-016,$539.44,$0.00,"Tear-off existing asphalt shingles, roof metals and skylights. Assess for dry-rot. Install new asphalt shingles, copper flashings and new skylights."
BLD25-2594,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"17894 San Carlos Dr Agua Caliente [AGU]",133-192-006,$536.42,$0.00,"SFD; 26sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-2596,Issued,"Building Permit No Plan Check",5/6/2025,05/07/2025,"36511 Sculpture Point Dr Sea Ranch [SEA]",156-020-009,$562.77,$0.00,"SFD, Siding Replacement of SFD/Garage, Remove & Waterproof all windows, house, and garage, Resurface Deck & Raise Railing to 42”"
BLD25-2599,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"5917 Old Redwood Hwy Windsor [WIN]",059-310-025,$537.46,$0.00,"Full reroof with tear off of existing tar and gravel roof. We will replace 3 – 20ft 1x10 Evergreen Cedar facia boards that have water damage as well as 1- 16ft 2x4. Install Flintlastic SA Cap over Flintlastic SA Midply that is on top of Flintlastic SA Nailbase."
BLD25-2602,Issued,"Building Permit No Plan Check",5/6/2025,05/06/2025,"216 Edison St Graton [GRA]",130-163-002,$363.62,$0.00,"Replace 100 amp Zinsko panel with new 100 amp panel"
BLD25-2604,Finaled,"Building Permit No Plan Check",5/7/2025,05/07/2025,"1491 Magnolia Dr Healdsburg [HEA]",088-180-012,$363.62,$0.00,"SFD, Replace 100A 3-Phase Electric Meter Panel with (N) Due Burnt Buss Bar & Meter Socket. Ag Well Pump, No Added Load"
BLD25-2606,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"5273 Wendell Ln Sebastopol [SEB]",062-191-042,$537.01,$0.00,"- 5273 Wendell Ln, Sebastopol - Remove existing asphalt shingles and install new asphalt shingles. - 2,156 Sq Ft of roofing - Self Certification"
BLD25-2607,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"4835 Paulsen Ln Twin Hills [TWI]",062-114-040,$536.95,$0.00,"Remove and dispose of existing 1-layer of comp. shingle roofing. Supply and install 30-yr comp. shingle roofing. 29sqs"
BLD25-2610,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"2138 Green Hill Rd Graton [GRA]",061-080-038,$391.83,$0.00,"tear off re roof 10 squares using class A comp shingles to half of roof where tree damage happened. SELF CERTIFICATE"
BLD25-2615,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"3890 Petaluma Hill Rd B Bellevue [BEL]",044-121-011,$536.36,$0.00,"SFD; 20sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingle - Main House"
BLD25-2616,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"3890 Petaluma Hill Rd B Bellevue [BEL]",044-121-011,$391.57,$0.00,"8sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles -Detach Garage"
BLD25-2617,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"3890 Petaluma Hill Rd B Bellevue [BEL]",044-121-011,$391.89,$0.00,"SFD; 12sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles and Over existing mineral surface, install a 60mil TPO roof system (5sqs of slope and 7sqs of flat) - Cottage"
BLD25-2618,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"1320 Spring Hill Rd A Petaluma [PET]",020-040-016,$539.30,$0.00,"Remove and replace- Class A Comp Shingle"
BLD25-2619,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"1613 Spring Hill Rd Petaluma [PET]",020-050-027,$540.61,$0.00,"Remove and replace - Class A Comp Shingle"
BLD25-2620,"Pre- Due","Building Permit No Plan Check",5/7/2025,,"220 Fair Ave Petaluma [PET]",048-052-005,$391.45,$0.00,"SFD, Replace (E) Siding to outside three walls, add another layer of house wrap, & new siding material"
BLD25-2621,Finaled,"Building Permit No Plan Check",5/7/2025,05/07/2025,"13333 Recreation Ct Forestville [FOR]",085-060-012,$363.62,$0.00,"Upgrade electrical service. Like for like at same location."
BLD25-2622,"Awaiting Applicant Response","Building Permit No Plan Check",5/7/2025,,"22262 Moscow Rd Monte Rio [MRO]",096-200-041,$0.00,$0.00,"Replacement of existing exterior siding"
BLD25-2628,Issued,"Building Permit No Plan Check",5/7/2025,05/07/2025,"20912 Via Colombard Sonoma [SON]",142-240-054,$540.88,$0.00,"Remove comp and gravel roof. Install T.P.O on the flat roof and 40-year comp on the pitched roof."
BLD25-2631,Issued,"Building Permit No Plan Check",5/8/2025,05/08/2025,"124 Pine Breeze Ln Twin Hills [TWI]",063-090-060,$363.62,$0.00,"SFD Main Home Replace Furnace 96%AFUE"
BLD25-2634,Issued,"Building Permit No Plan Check",5/8/2025,05/08/2025,"301 Maple Ave Kenwood [KEN]",050-274-017,$363.62,$0.00,"Upgrade main electrical service panel from 100A to 320A: install 400A panel 4' from existing breaker and gas service. PGE project approved and construction schedule will require inspection by 5/17/2025."
BLD25-2635,Issued,"Building Permit No Plan Check",5/8/2025,05/08/2025,"21205 Burndale Rd Sonoma [SON]",126-062-012,$363.62,$0.00,"Remove/replace gas water heater in the hall closet"
BLD25-2638,Issued,"Building Permit No Plan Check",5/8/2025,05/13/2025,"2192 Olivet Rd Santa Rosa [SRO]",057-030-064,$363.62,$0.00,"SFD-To service the main house install AC new - outdoor unit located in right side yard"
BLD25-2640,Issued,"Building Permit No Plan Check",5/8/2025,05/08/2025,"1129 Palomino Rd Cloverdale [CLO]",117-300-025,$363.62,$0.00,"Replace existing 200 AMP Zinsco Sub-panel with New 200AMP Sub-Panel"
BLD25-2644,Finaled,"Building Permit No Plan Check",5/8/2025,05/08/2025,"8245 Candy Apple Ln Twin Hills [TWI]",077-170-013,$536.62,$0.00,"T/O 16 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT; DETACHED ADU"
BLD25-2646,Issued,"Building Permit No Plan Check",5/8/2025,05/08/2025,"5525 Hutchinson Rd Twin Hills [TWI]",062-021-050,$363.62,$0.00,"Replace 125 amp overhead feed panel with 200 amp panel"
BLD25-2647,Issued,"Building Permit No Plan Check",5/8/2025,05/08/2025,"445 Pheasant Ln Windsor [WIN]",039-061-011,$537.52,$0.00,"SFD; 31sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-2648,Issued,"Building Permit No Plan Check",5/8/2025,05/08/2025,"9701 Rio Vista Rd Forestville [FOR]",082-123-014,$363.62,$0.00,"Installation of Heat Pump/Fan Coil System"
BLD25-2649,Issued,"Building Permit No Plan Check",5/8/2025,05/16/2025,"4401 Acacia Way Penngrove [PEN]",047-351-030,$1852.49,,"Legalize w/ permit: SFD, Replace 2 windows & 3 Sliding doors (like 4 like). During construction rot was discovered under the Stucco. Replace stucco back side of house."
BLD25-2650,Issued,"Building Permit No Plan Check",5/8/2025,05/13/2025,"22111 Umland Cir Timber Cove [TIM]",109-420-060,$363.62,$0.00,"SFD. Replace gas furnace in laundry room with new 80k btu 80% Ameristar furnace, like for like"
BLD25-2658,Finaled,"Building Permit No Plan Check",5/9/2025,05/10/2025,"36560 Sculpture Point Dr Sea Ranch [SEA]",156-040-009,$541.13,$0.00,"T/O AND REROOF WITH 50 YR CLASS A COMP SFD 23 SQUARES. REPLACE 50 S.F. 1 X 6 REDWOOD CLER SIDING OVER EXISTING SHEAR PLY."
BLD25-2659,Issued,"Building Permit No Plan Check",5/9/2025,05/09/2025,"1806 Whaleship Rd Bodega Bay [BBY]",100-052-011,$363.62,$0.00,"panel change 200 to 200amp"
BLD25-2660,Issued,"Building Permit No Plan Check",5/9/2025,05/15/2025,"1305 E Bonness Rd Sonoma [SON]",142-073-010,$537.40,$0.00,"Detached structure, Garage. Remove & dispose existing metal roof. Install 23sq of GAF architectural roofing shingles."
BLD25-2664,Finaled,"Building Permit No Plan Check",5/9/2025,05/09/2025,"275 Live Oak Dr Petaluma [PET]",113-173-055,$536.75,$0.00,"SFD, T/O 24 sqrs, Install Class A Comp, Cool Roof"
BLD25-2665,Finaled,"Building Permit No Plan Check",5/9/2025,05/09/2025,"275 Live Oak Dr Petaluma [PET]",113-173-055,$391.99,$0.00,"Detached Garage, T/O 9 sqrs, Install Class A Comp, Cool Roof"
BLD25-2669,Issued,"Building Permit No Plan Check",5/9/2025,05/09/2025,"1340 Kinnybrook Dr Kenwood [KEN]",051-230-002,$542.21,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-2670,"Awaiting Applicant Response","Building Permit No Plan Check",5/9/2025,,"165 McChristian Ave Bodega Bay [BBY]",101-012-004,$0.00,$0.00,"(Need floor plan, elevations, estimate by 8/9 or void) New water heater and insulated plumbing to bath and kitchen, New electrical sub panel and code compliant electrical for kitchen and bathroom, replace furnace and install sealed ducting where needed to replace, replace 10 additional windows and replace 2 windows to doors, same width as existing windows, Replace siding and trims as needed."
BLD25-2671,Issued,"Building Permit No Plan Check",5/9/2025,05/09/2025,"4045 Middle Two Rock Rd Two Rock [TWO]",022-200-044,$0.00,$0.00,"Moving the electrical meter off of the house and onto its own pole. Currently the electrical meter is 100amp but we will be changing it to a 200amp meter."
BLD25-2677,Issued,"Building Permit No Plan Check",5/9/2025,05/13/2025,"5570 Faught Rd Windsor [WIN]",067-260-014,$363.62,$0.00,"SFD Main Home Replace A/C"
BLD25-2681,Issued,"Building Permit No Plan Check",5/10/2025,05/10/2025,"6787 Baker Ln Twin Hills [TWI]",063-240-001,$537.26,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof. 2816 sq ft."
BLD25-2682,Issued,"Building Permit No Plan Check",5/10/2025,05/10/2025,"200 Phillips Dr Penngrove [PEN]",047-310-008,$536.44,$0.00,"Remove and dispose of existing composition and shake shingle roof on single- family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-2683,Issued,"Building Permit No Plan Check",5/10/2025,05/10/2025,"1295 S Cloverdale Blvd Cloverdale [CLO]",115-240-004,$363.62,$0.00,"Main Service Panel Replacement Like for like Panel replacement"
BLD25-2687,Issued,"Building Permit No Plan Check",5/12/2025,05/13/2025,"92 Mark West Station Rd Windsor [WIN]",059-230-045,$363.62,$0.00,"SFD Main Home Replace eight duct runs located in the crawl space with R8 ducting in the same location."
BLD25-2688,Finaled,"Building Permit No Plan Check",5/12/2025,05/12/2025,"17095 Park Ave Agua Caliente [AGU]",056-181-024,$363.62,$0.00,"SFD, New Dedicated Gas Line to Pool Equipment 120 LF"
BLD25-2689,Issued,"Building Permit No Plan Check",5/12/2025,05/16/2025,"3387 Dry Creek Rd Geyserville [GEY]",090-170-001,$613.42,$0.00,"Commercial Roof Replacement, tear off (E) metal and replace with metal PBR panel 282sq- Frei Ranch Maintenance Shop"
BLD25-2691,Issued,"Building Permit No Plan Check",5/12/2025,05/12/2025,"127 E Shiloh Rd Windsor [WIN]",067-250-028,$363.62,$0.00,"Replace Main Panel 200AMP"
BLD25-2692,Issued,"Building Permit No Plan Check",5/12/2025,05/12/2025,"1159 W Railroad Ave Cotati [COT]",113-210-032,$540.45,$0.00,"Remove and replace - Class A Comp Shingle."
BLD25-2695,Issued,"Building Permit No Plan Check",5/12/2025,05/12/2025,"4906 Londonberry Dr Windsor [WIN]",058-122-013,$538.05,$0.00,"Remove existing roof system down to sheeting, Inspect roof deck for integrity, Install synthetic underlayment for entire roof, Install new flashings, Install new asphalt shingles, Install new ridge vent attic exhaust, Install new ridge cap, Flat roof section 9.5 sqs, Clean and remove all debris"
BLD25-2697,Issued,"Building Permit No Plan Check",5/12/2025,05/12/2025,"205 Hatchery Rd Penngrove [PEN]",047-152-017,$363.62,$0.00,"Replace exist in main panel and meter box due to unsafe condition."
