permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-3187,Issued,"Building Permit No Plan Check",6/2/2025,06/03/2025,"1000 Princeton Dr Agua Caliente [AGU]",052-820-022,$363.62,$0.00,"SFD - Replace tankless like for like same location. Installation of 199k BTU tankless WH in garage"
BLD25-3192,Issued,"Building Permit No Plan Check",6/3/2025,06/04/2025,"1705 William Dr Penngrove [PEN]",047-291-014,$363.62,$0.00,"SFD- To service the main house - replace failed furnace approx 120 lf of ducting with new furnace and ducting - all located in attic"
BLD25-3193,Finaled,"Building Permit No Plan Check",6/3/2025,06/03/2025,"5711 Cottage Ridge Rd Windsor [WIN]",067-340-010,$363.62,$0.00,"SFD- REPLACE 75 GALLON WATER HEATER IN SAME LOCATION. LIKE FOR LIKE"
BLD25-3195,Issued,"Building Permit No Plan Check",6/3/2025,06/04/2025,"18320 Willow Creek Rd Occidental [OCC]",074-330-011,$363.62,$0.00,"SFD - Replace tanked water heater with new Tankless water heater. Run approx 5' of 3/4 gas line from meter to new tankless water heater."
BLD25-3196,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"153 Fairview Ln Agua Caliente [AGU]",056-611-064,$537.32,$0.00,"Reroof - Removal of existing roof material, installing Malarkey Ecoasis roofing system on a single family dwelling, 1,909 square feet. Work valuation $19,350.00. Self-certified."
BLD25-3197,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"18182 Fitzpatrick Ln Occidental [OCC]",073-270-066,$363.62,$0.00,"1x Enphase J-1772 IQ-EVSE-NA-1060 EV charger"
BLD25-3198,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"91 Galleons Reach Sea Ranch [SEA]",122-360-023,$539.57,$0.00,"Re-roof using Malarky Vista shingles Weatherwood 25 squares we are self certified"
BLD25-3202,Finaled,"Building Permit No Plan Check",6/3/2025,06/03/2025,"6933 Nolan Rd Forestville [FOR]",083-130-057,$363.62,$0.00,"Emergency 200A Meter Main replacement Like for Like in same location"
BLD25-3204,Issued,"Building Permit No Plan Check",6/3/2025,06/05/2025,"14150 Church St 1 Guerneville [GUE]",070-020-020,$391.45,$2755.20,"Demo damaged drywall in bathroom. Explore for black mold. Remove and repair damaged areas that are contaminated. VBU25-0073"
BLD25-3206,Finaled,"Building Permit No Plan Check",6/3/2025,06/04/2025,"4021 Haven Ct Graton [GRA]",130-101-071,$537.52,$0.00,"1. Remove existing siding on right and back walls of the house of 1500 sq. feet. 2.Install New James Hardie lap siding on right and back walls of the house of 1500 sq. feet. 3. No structural changes to be made."
BLD25-3207,Finaled,"Building Permit No Plan Check",6/3/2025,06/03/2025,"572 Oak St Agua Caliente [AGU]",052-421-005,$541.50,$0.00,"Shingle teardown and shingle installment. Replace damaged plywood as needed."
BLD25-3208,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"3630 Walker Ave Bellevue [BEL]",134-142-001,$363.62,$0.00,"200 amp duel meter main service change"
BLD25-3209,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"56 Morelli Ln Camp Meeker [CAM]",075-290-011,$363.62,$0.00,"replacing existing 200 amp zinsco service panel with new eaton panel."
BLD25-3211,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"260 Silala Ln Twin Hills [TWI]",077-081-043,$363.62,$0.00,"replacing zinsco 200 amp service with new eaton 200 amp service panel"
BLD25-3213,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"21998 Moscow Rd Monte Rio [MRO]",095-011-023,$363.62,$0.00,"Remove 100 amp Zinsco meter main panel and upgrade with new Eaton 200 amp meter main panel, overhead service."
BLD25-3217,Finaled,"Building Permit No Plan Check",6/3/2025,06/03/2025,"15483 Riverside Dr Guerneville [GUE]",070-120-051,$539.07,$0.00,"SFD. Tear off and reroof using 22 squares using class ""A"" composition shingles over CDX plywood. SELF CERT."
BLD25-3218,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"1001 Rose Ave Penngrove [PEN]",047-021-007,$363.62,$0.00,"I need to upgrade the electrical panel on 1001 Rose Ave (3 bedroom on my parcel) from 100 Amp to 200 Amp service."
BLD25-3219,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"21944 Russian River Ave Monte Rio [MRO]",095-041-004,$536.85,$0.00,"SFD. Tear off and reroof 15 squares using class ""A"" composition shingles over new CDX plywood. SELF CERT."
BLD25-3220,Issued,"Building Permit No Plan Check",6/3/2025,06/04/2025,"13520 Hwy 128 Mark West Springs [MWS]",120-010-009,$363.62,$0.00,"Ag Meter (100amp) and Booster Pump to serve water troughs for cattle"
BLD25-3221,Issued,"Building Permit No Plan Check",6/3/2025,06/03/2025,"35941 Sea Ridge Rd Sea Ranch [SEA]",155-220-010,$608.23,$0.00,"35941 Sea Ridge Rd] tear off and re-roof with malarkey 'vista' in midnight black for 22 squares. SFD Self-cert."
BLD25-3224,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"16386 Rio Nido Rd Guerneville [GUE]",069-140-055,$540.49,$0.00,"Remove & dispose off existing roofing material, install new roof, re-flash pipes, vent to code."
BLD25-3229,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"10431 Mill Station Rd Graton [GRA]",061-022-004,$542.30,$0.00,"10431 Mill Station Rd, Sebastopol -Remove existing Stone Coated metal, Re-sheet roof with OSB plywood, and install standing seam metal roof system. -Self Certification -2,686 Sq Ft"
BLD25-3230,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"6564 Barbara Dr Sebastopol [SEB]",063-020-020,$536.67,$0.00,"SFD. Remove & dispose 1 layer of existing roof on house. Install 17sq of Malarkey architectural roofing shingles."
BLD25-3232,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"9440 Ross Station Rd Forestville [FOR]",084-180-003,$537.76,$0.00,"Remove old shingle roof around 3,300sq ft. Install new synthetic underlayment and new shingles. Replace all roof metals."
BLD25-3234,Finaled,"Building Permit No Plan Check",6/4/2025,06/04/2025,"19446 Marna Ln Agua Caliente [AGU]",052-491-017,$363.62,$0.00,"SFD, Replace all Drains in House with ABS Pipes"
BLD25-3236,Issued,"Building Permit No Plan Check",6/4/2025,06/17/2025,"20488 Hwy 116 N Monte Rio [MRO]",094-100-046,$363.62,$0.00,"Commercial, Replace Water Heater w/ (N) Tankless Water Heater at Monte Rio Community Center"
BLD25-3238,Issued,"Building Permit No Plan Check",6/4/2025,06/06/2025,"1840 Pleasant Hill Rd Twin Hills [TWI]",076-092-011,$363.62,$0.00,"SFD, Install (1) 15,000 BTU Mitsubishi floor mounted indoor unit, (1) 9,000 BTU Mitsubishi indoor wall mounted single zone unit, (1) 12,000 BTU Mitsubishi indoor wall mounted single zone unit, (1) Mitsubishi 5 ton smart multi outdoor heat pump unit, (1) 36,000 BTU Mitsubishi multi-position air handler, &l (10) runs of aluminum core ductwork"
BLD25-3239,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"1325 Wilson Rd Cloverdale [CLO]",116-220-001,$363.62,$0.00,"I am the new owner of 1325 Wilson Road. The main panel was replaced and the wiring upgraded but the permit was listed as 1324. The old owner didn't finalize and PRMD canceled permit due to incorrect address. I need a final inspection and meter release."
BLD25-3242,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"5601 Fallen Apple Ln Forestville [FOR]",084-060-013,$391.73,$0.00,"SFD Re-roof garage 6SQ"
BLD25-3243,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"5611 Fallen Apple Ln Forestville [FOR]",084-060-013,$391.73,$0.00,"SFD Re-roof 6SQ"
BLD25-3244,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"5605 Fallen Apple Ln Forestville [FOR]",084-060-013,$391.73,$0.00,"SFD Re-roof 8 SQ"
BLD25-3246,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"5603 Fallen Apple Ln Forestville [FOR]",084-060-013,$391.73,$0.00,"Duplex Re-roof 17SQ"
BLD25-3247,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"5607 Fallen Apple Ln Forestville [FOR]",084-060-013,$391.73,$0.00,"Duplex Re-roof 17SQ"
BLD25-3248,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"5621 Fallen Apple Ln Forestville [FOR]",084-060-013,$391.73,$0.00,"Duplex Re-roof 17SQ"
BLD25-3249,Issued,"Building Permit No Plan Check",6/4/2025,06/04/2025,"5629 Fallen Apple Ln Forestville [FOR]",084-060-013,$391.73,$0.00,"Duplex Re-roof 17SQ"
BLD25-3250,"Awaiting Applicant Response","Building Permit No Plan Check",6/4/2025,,"15560 River Rd Guerneville [GUE]",070-120-005,$0.00,$0.00,"There was a fire in house and will need to do a kitchen remodel. it is yellow tagged and the fire department only turned off the main breaker. We need you to remove the yellow tag."
BLD25-3254,Finaled,"Building Permit No Plan Check",6/4/2025,06/13/2025,"431 Petersen Ln Petaluma [PET]",021-023-048,$363.62,$0.00,"SFD, Install Electrical Circuit for Hot Tub"
BLD25-3258,Issued,"Building Permit No Plan Check",6/5/2025,06/05/2025,"5499 Carriage Ln Windsor [WIN]",039-280-005,$537.52,$0.00,"Reroof - Removal of existing roof material, installing Malarkey Ecoasis roofing system on a single family dwelling, 2,549 square feet. Work valuation $20,960.00. Self-certified."
BLD25-3259,Finaled,"Building Permit No Plan Check",6/5/2025,06/05/2025,"19072 Sunny Dr Monte Rio [MRO]",094-170-064,$536.78,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 15 SQ SELF CERT"
BLD25-3260,Issued,"Building Permit No Plan Check",6/5/2025,06/05/2025,"5761 Corbett Cir Windsor [WIN]",039-351-047,$363.62,$0.00,"Replace main panel with a new 125 amp Panel (like for like) due to main breaker failure and buss bar damage."
BLD25-3261,Issued,"Building Permit No Plan Check",6/5/2025,06/05/2025,"1474 Lorraine Way Mark West Springs [MWS]",067-121-058,$363.62,$0.00,"EVT17-05607: SFD- Install New 200amp Service panel"
BLD25-3262,Issued,"Building Permit No Plan Check",6/5/2025,06/20/2025,"20948 Via Colombard Sonoma [SON]",142-240-057,$363.62,$0.00,"Remove & replace AC in left side yard like for like."
BLD25-3264,Issued,"Building Permit No Plan Check",6/5/2025,06/05/2025,"166 Jessie St Kenwood [KEN]",050-263-033,$363.62,$0.00,"SFD, Upgrade (E) Service Panel 200amp like for like"
BLD25-3269,Finaled,"Building Permit No Plan Check",6/5/2025,06/05/2025,"2375 Eastman Ln Petaluma [PET]",021-050-075,$363.62,$0.00,"50 GAL GAS WATER HEATER CHANGEOUT IN LAUNDRY ROOM"
BLD25-3270,Finaled,"Building Permit No Plan Check",6/5/2025,06/06/2025,"10095 Green Meadow Rd Graton [GRA]",061-040-077,$363.62,$0.00,"SFD-ADD NEW 3 ZONE DUCTLESS MINI SPLIT SYSTEM"
BLD25-3272,Issued,"Building Permit No Plan Check",6/5/2025,06/12/2025,"4860 Warm Springs Rd Glen Ellen [GLE]",054-320-020,$363.62,$0.00,"Replace and re-route existing old natural gas service line in coordination with PG&E's moving of my gas meter. The replacement gas line will be 300 linear feet with epoxy coated steel risers running from residence to relocated meter."
BLD25-3273,Issued,"Building Permit No Plan Check",6/5/2025,06/09/2025,"171 Mccollister Ave Camp Meeker [CAM]",075-130-004,$537.92,$0.00,"Self Cert - 171 McCollister - Residence - Tear off roof and install new asphalt shingle roof and torchdown on low pitch portions. Some decking repairs may be necessary, replace fascia."
BLD25-3276,Issued,"Building Permit No Plan Check",6/5/2025,06/05/2025,"1342 Wood Rd Santa Rosa [SRO]",034-030-003,$537.03,$0.00,"SFD; 15sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles - Main House"
BLD25-3277,Issued,"Building Permit No Plan Check",6/5/2025,06/05/2025,"168 St Dorothys Ave Camp Meeker [CAM]",075-130-027,$536.49,$0.00,"Self Cert - 168 St. Dorothys - (office structure) - Tear off roof and install new metal shingle roof (425 sf), includes new decking and facia."
BLD25-3280,Issued,"Building Permit No Plan Check",6/5/2025,06/06/2025,"168 St Dorothys Ave Camp Meeker [CAM]",075-130-027,$539.31,$0.00,"Self-Cert - 168 St Dorothys - (shop structure) - Tear off roof and install new metal shingle roof (805 sf). Some decking repairs may be necessary, new fascia."
BLD25-3284,Finaled,"Building Permit No Plan Check",6/5/2025,06/05/2025,"4940 Burnside Rd Twin Hills [TWI]",073-010-020,$540.92,$0.00,"self cert/ sfd/ main house and attached garage/ Hayssen residence/4940 Burnside Rd./ remove existing composition shingles/ install new 40yr. composition shingles/ class A/ 65 squares."
BLD25-3288,Finaled,"Building Permit No Plan Check",6/5/2025,06/05/2025,"173 Jessie St Kenwood [KEN]",050-263-070,$363.62,$0.00,"SFD. Replace heat pump condenser."
BLD25-3292,Issued,"Building Permit No Plan Check",6/5/2025,07/02/2025,"8221 Spring Dr Forestville [FOR]",082-034-015,$1251.12,$0.00,"Cover Sheet, Site/Floor Plan toward resolving Code Enforcement violation VBU25-0184, for unpermitted mold remediation (attached complete remediation company CVE final documentation that home is mold free including photos), licensed sheetrock contract. Please note we are addressing Concealed Construction issues with an affidavit from a licensed Electrician noting ALL electrical is code compliant and safe. Thank you."
BLD25-3293,Issued,"Building Permit No Plan Check",6/5/2025,06/05/2025,"2490 Hwy 1 Bodega Bay [BBY]",100-220-025,$537.20,$0.00,"SFD; 21sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles Main House"
BLD25-3294,Finaled,"Building Permit No Plan Check",6/5/2025,06/05/2025,"172 Lark Center Dr Windsor [WIN]",058-171-015,$539.66,$0.00,"Tear off existing composition shingles. Apply 30yr GAF HDZ class A composition shingles with a #30lbs underlayment felt. Clean and haul away all roofing debris. (Self Cert) 2800 Square feet"
BLD25-3296,Issued,"Building Permit No Plan Check",6/6/2025,06/05/2025,"11876 Canyon Dr Forestville [FOR]",085-123-014,$363.62,$0.00,"Main service electrical panel upgrade"
BLD25-3297,Finaled,"Building Permit No Plan Check",6/6/2025,06/06/2025,"1270 Hwy 116 N Twin Hills [TWI]",060-311-037,$537.66,$0.00,"SFD Re-roof 26 SQ class A"
BLD25-3300,Issued,"Building Permit No Plan Check",6/6/2025,06/16/2025,"4280 Sonoma Mountain Rd Bennett Valley [BEN]",049-071-016,$363.62,$0.00,"SFD. Add heat pump to the back yard and add coil to existing furnace located in the attic."
BLD25-3303,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"875 Gossage Ave Petaluma [PET]",048-132-021,$537.17,$0.00,"Tear off and dispose of existing roofing down to roofing substrate. Adhere GAF weather watch peel and stick membrane to valleys, ridges, rake edges, rake walls, around pipes and other leak prone areas. Install GAF Tiger Paw Synthetic underlayment on all main facets of house. Install new pipe flashings and vent assemblies. Install a pre-painted 2x2 nosing on rake edges. Install GAF Timberline HDZ shingles with GAF Z ridge cap. Install GAF Cobra ridge on all main ridges."
BLD25-3305,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"52 Wambold Ln Cotati [COT]",024-108-001,$538.05,$0.00,"Reroof 1800 sqf. Remove old Shingles; Install new composite Shingles"
BLD25-3307,"Pre- Due","Building Permit No Plan Check",6/6/2025,,"427 Corona Rd Penngrove [PEN]",137-011-027,$363.62,$0.00,"New 200AMP Meter for SFD, (E) main panel is on a pole in the yard. adding a separate meter. Currently, the meter also includes barns."
BLD25-3309,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"7127 Faught Rd Windsor [WIN]",079-180-002,$363.62,,"EVT19-02072: New 200amp service to serve the well"
BLD25-3310,Issued,"Building Permit No Plan Check",6/6/2025,06/16/2025,"5338 Cassandra Way Windsor [WIN]",039-300-083,$363.62,$0.00,"SFD. Install 11 runs of R-8 Aluma flex"
BLD25-3311,Finaled,"Building Permit No Plan Check",6/6/2025,06/06/2025,"5916 Anderson Rd Forestville [FOR]",083-040-077,$391.86,$0.00,"Partial Reroof, tear off, 12 SQ. Shingles"
BLD25-3313,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"8821 Mission Dr Kenwood [KEN]",050-174-003,$537.17,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-3316,Issued,"Building Permit No Plan Check",6/6/2025,06/16/2025,"5596 Fulton Rd Windsor [WIN]",039-380-019,$363.62,$0.00,"SFD. Replace furnace and 7 duct runs"
BLD25-3317,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"1500 Country Club Dr Petaluma [PET]",019-220-042,$363.62,$0.00,"To Relocate and Upgrade main panel to 200 amps"
BLD25-3319,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"20566 Front St Monte Rio [MRO]",094-100-021,$536.41,$0.00,"SFD. Tear off and reroof 12 squares using class ""A"" composition shingles over plywood. SELF CERT."
BLD25-3320,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"5122 Bennett Valley Ln Glen Ellen [GLE]",055-060-021,$537.78,$0.00,"SFD Re-roof 38SQ Class A"
BLD25-3321,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"500 Sprauer Rd Petaluma [PET]",113-070-048,$536.46,$0.00,"SFD Re-roof 16 SQ Class A"
BLD25-3322,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"21 Gunn Dr Petaluma [PET]",019-300-005,$536.81,$0.00,"SFD Re-roof 31 SQ Class A"
BLD25-3323,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"2120 Floral Way Santa Rosa [SRO]",036-035-025,$363.62,$0.00,"Replacement of current 125 amp interior electrical sub panel and breakers with new Siemens 125 amp interior sub panel (model # PN4040L1125C) and subsequent breakers. The feeder wire from the main electrical panel to the new sub panel will also be replaced with #2 THHN copper wire (#2/#2/#2/#4gnd)."
BLD25-3325,Issued,"Building Permit No Plan Check",6/6/2025,06/13/2025,"10100 Old River Rd Forestville [FOR]",082-201-012,$363.62,$0.00,"This is a separate building permit application for electrical and plumbing as part of the temporary care giver trailer application TEM25-0046. Thank you."
BLD25-3328,Issued,"Building Permit No Plan Check",6/6/2025,06/06/2025,"843 Chapman Ln Petaluma [PET]",020-040-038,$363.62,$0.00,"843 Chapman Ln Petaluma electric panel upgrade and service to 200A"
BLD25-3329,Issued,"Building Permit No Plan Check",6/6/2025,06/09/2025,"16834 Jennifer Dr Occidental [OCC]",073-350-006,$363.62,$0.00,"SFD Replace furnace"
BLD25-3330,Finaled,"Building Permit No Plan Check",6/6/2025,06/09/2025,"1299 Garden Ln Twin Hills [TWI]",060-311-040,$363.62,$0.00,"SFD. Replace air handler and heat pump condenser"
BLD25-3331,Finaled,"Building Permit No Plan Check",6/6/2025,06/09/2025,"2610 Mill Creek Rd Healdsburg [HEA]",110-050-003,$363.62,$0.00,"SFD. Install x2 ductless mini splits.to include an electrical outlet"
BLD25-3333,Issued,"Building Permit No Plan Check",6/7/2025,06/07/2025,"6690 Bloomfield Rd Bloomfield [BLO]",027-145-006,$537.36,$0.00,"T/O 22 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE AT PITCHED ROOF AND CLASS A RATED APP TORCH DOWN AT LOW SLOPE ROOF; SFD; SELF CERT"
BLD25-3336,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"284 Firelight Ct Windsor [WIN]",039-290-020,$363.62,$0.00,"Replace existing 100 amp main panel with new 100 amp main panel"
BLD25-3337,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"4722 Cambridge Ct Windsor [WIN]",058-194-009,$363.62,$0.00,"REPLACE AC WITH 3 TON HEAT PUMP CONDENSER RIGHT SIDE YARD AND REPLACE FAU WITH AIR HANDLER IN ATTIC. REPLACE R8 DUCTS 9 SUPPLY 1 RETURN IN ATTIC"
BLD25-3338,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"19120 D St Monte Rio [MRO]",094-125-009,$363.62,$0.00,"Upgrade 100 amp main service to 200 amp overhead residential panel"
BLD25-3340,Issued,"Building Permit No Plan Check",6/9/2025,06/10/2025,"8053 Speer Ranch Rd Forestville [FOR]",083-110-014,$391.73,$0.00,"SFD Siding replacement at ground level various places due to landscaping and dirt encroachment. T111 siding replaced in kind with z bar at horizontal joints. Replace chimney cap due to corrosion. Replace approximately 6 cracked or missing concrete roof tiles. Replace trim and facia boards along the east and south facing windows due to sun damage."
BLD25-3342,Finaled,"Building Permit No Plan Check",6/9/2025,06/09/2025,"15106 Armstrong Woods Rd Guerneville [GUE]",069-220-010,$391.46,$0.00,"REROOF OVERLAY WITH CLASS A 30 YR COMP SHINGLES - EXISTING SFD"
BLD25-3343,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"3475 Bodega Ave Petaluma [PET]",021-041-056,$363.62,$0.00,"SFD RELOCATE R8 DUCT SYSTEM TO ATTIC- 12 SUPPLY 1 RETURN"
BLD25-3346,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"19387 Redwood Dr Monte Rio [MRO]",094-200-003,$363.62,$0.00,"SFD REPLACE R8 DUCTS IN CRAWL SPACE 5 SUPPLY 0 RETURN"
BLD25-3347,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"1400 Hwy 1 Bodega Bay [BBY]",100-080-067,$363.62,$0.00,"COMM Replace existing 100 amp electrical panel with new 100 amp panel"
BLD25-3349,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"35339 Ramsgate Rd Sea Ranch [SEA]",122-380-017,$539.57,$0.00,"Tear off approximately 16 sq. of old roof and replace with 40 year product. Replace all flashing on all skylights."
BLD25-3350,Issued,"Building Permit No Plan Check",6/9/2025,06/10/2025,"7300 Old Lakeville Rd 3 Lakeville [LAK]",068-110-011,$363.62,$0.00,"COMM Move existing 100 amp three phase service location to accommodate PG&E undergrounding the over head wires."
BLD25-3351,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"199 Surfbird Ct Bodega Bay [BBY]",100-262-024,$553.10,$0.00,"SFD RE-SIDING 3500 SF (LIKE FOR LIKE WINDOW REPLACEMENT)"
BLD25-3353,Finaled,"Building Permit No Plan Check",6/9/2025,06/09/2025,"124 Pine Breeze Ln Twin Hills [TWI]",063-090-060,$537.13,$0.00,"SFD *Self Cert* Tear off & Reroof (34 SQ) Class A Comp Shingles"
BLD25-3354,Finaled,"Building Permit No Plan Check",6/9/2025,06/09/2025,"396 London Way Glen Ellen [GLE]",056-051-018,$363.62,$0.00,"Replace main electrical panel 480 volt 200 amp Like for like"
BLD25-3358,Issued,"Building Permit No Plan Check",6/9/2025,06/17/2025,"18940 Hwy 128 Mark West Springs [MWS]",120-080-004,$363.62,$0.00,"Completely New A/C Add-on. SEER: 15"
BLD25-3359,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"8616 Graton Rd Graton [GRA]",130-130-016,$536.29,$0.00,"SFD. Single Story. Flat Roof Only.Tear off and install. 609 square feet area"
BLD25-3361,"Pre- Due","Building Permit No Plan Check",6/9/2025,,"18443 Arnold Dr Agua Caliente [AGU]",052-203-066,$363.62,$0.00,"Mini Split Install."
BLD25-3362,Issued,"Building Permit No Plan Check",6/9/2025,06/11/2025,"5415 Kevin Ct Windsor [WIN]",059-330-040,$363.62,$0.00,"SFD. Replace a/c condenser"
BLD25-3365,Issued,"Building Permit No Plan Check",6/9/2025,06/09/2025,"3343 Primrose Ave Bellevue [BEL]",134-271-019,$536.23,$0.00,"Remove existing composite shingles and install new class A shingles"
BLD25-3366,Issued,"Building Permit No Plan Check",6/10/2025,06/10/2025,"125 La Mancha Way Agua Caliente [AGU]",052-690-055,$363.62,$0.00,"Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-3367,Issued,"Building Permit No Plan Check",6/10/2025,06/10/2025,"131 La Mancha Way Agua Caliente [AGU]",052-690-051,$363.62,$0.00,"Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-3368,Issued,"Building Permit No Plan Check",6/10/2025,06/10/2025,"133 La Mancha Way Agua Caliente [AGU]",052-690-050,$363.62,$0.00,"133 La Mancha Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-3369,Issued,"Building Permit No Plan Check",6/10/2025,06/10/2025,"135 La Mancha Way Agua Caliente [AGU]",052-690-049,$363.62,$0.00,"135 La Mancha Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-3370,Issued,"Building Permit No Plan Check",6/10/2025,06/10/2025,"137 La Mancha Way Agua Caliente [AGU]",052-690-048,$363.62,$0.00,"137 La Mancha, Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-3374,Issued,"Building Permit No Plan Check",6/10/2025,06/10/2025,"20378 Meadowlark Ct Bodega Bay [BBY]",100-410-056,$536.82,$0.00,"Remove and dispose of existing composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
