permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-1273,Issued,"Building Permit No Plan Check",3/6/2025,03/06/2025,"475 Gull Dr Bodega Bay [BBY]",100-380-061,$537.33,$0.00,"SFD; 26sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles."
BLD25-1276,Issued,"Building Permit No Plan Check",3/7/2025,03/07/2025,"2375 Magnolia Ave Petaluma [PET]",021-152-055,$363.62,$0.00,"SFD- REPLACE 40 GALLON WATER HEATER IN SAME LOCATION. LIKE FOR LIKE."
BLD25-1278,Issued,"Building Permit No Plan Check",3/7/2025,03/07/2025,"2447 Bohemian Hwy Occidental [OCC]",073-170-038,$363.62,$0.00,"Replace existing 200 amp meter panel with new 200 amp meter panel"
BLD25-1281,Issued,"Building Permit No Plan Check",3/7/2025,03/10/2025,"462 Ronsheimer Rd Penngrove [PEN]",047-640-006,$363.62,$0.00,"5 ton 20 seer heat pump condenser change out on the right side yard. 60K BTUS air handler change out in the garage, need electrical. 220V air handler hookup."
BLD25-1283,Issued,"Building Permit No Plan Check",3/7/2025,03/07/2025,"1566 Olivet Rd Santa Rosa [SRO]",057-012-049,$363.62,$0.00,"Replace 200 amp underground panel with new 200 amp panel"
BLD25-1285,Issued,"Building Permit No Plan Check",3/7/2025,03/07/2025,"Timber Cove [TIM]",109-390-034,$363.62,$0.00,"Install Subpanel 60AMP - electrical for 10' X 12' Shed and water supply for well pressure tank and water treatment equipment. Building Height is 9' tall at maximum."
BLD25-1286,Issued,"Building Permit No Plan Check",3/7/2025,03/07/2025,"256 Oak Tree Dr Santa Rosa [SRO]",130-372-025,$363.62,$0.00,"Replace existing furnace"
BLD25-1287,"Awaiting Applicant Response","Building Permit No Plan Check",3/7/2025,,"1235 Bay View St Bodega Bay [BBY]",100-096-013,$0.00,$0.00,"Legalize- Remove old siding and replacing on house 4x8 hardybacker siding 1300SF"
BLD25-1288,Issued,"Building Permit No Plan Check",3/7/2025,03/25/2025,"21471 Monte Vista Ter Monte Rio [MRO]",095-147-001,$363.62,$0.00,"SFD. Install ductless mini split"
BLD25-1290,"Application Accepted/In Review","Building Permit No Plan Check",3/7/2025,,"260 Castro Ct Bellevue [BEL]",044-101-067,$0.00,$0.00,"Commercial Install new power electric 400 amps (no electricity currently)"
BLD25-1297,Finaled,"Building Permit No Plan Check",3/7/2025,03/07/2025,"4490 D St Petaluma [PET]",020-120-005,$363.62,$0.00,"Install a 120/240-volt, 100-amp, 3-phase subpanel and backboard at covered storage area. Install service receptacles and lighting."
BLD25-1298,Finaled,"Building Permit No Plan Check",3/7/2025,03/07/2025,"525 Railroad St Graton [GRA]",130-300-015,$536.67,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 14 SQ SELF CERT"
BLD25-1302,Issued,"Building Permit No Plan Check",3/7/2025,03/07/2025,"820 Midpine Way Twin Hills [TWI]",063-350-056,$363.62,$0.00,"I need to replace the old panel because it is old and outdated"
BLD25-1305,Issued,"Building Permit No Plan Check",3/8/2025,03/11/2025,"6515 Jamison Rd Bennett Valley [BEN]",049-020-017,$363.62,$0.00,"SFD REPLACE 50 GALLON WATER HEATER IN SAME LOCATION - LIKE FOR LIKE."
BLD25-1306,Finaled,"Building Permit No Plan Check",3/8/2025,03/08/2025,"129 Wikiup Meadows Dr Windsor [WIN]",039-360-036,$363.62,$0.00,"200A main panel upgrade"
BLD25-1308,Issued,"Building Permit No Plan Check",3/9/2025,03/10/2025,"8445 Trenton Rd Forestville [FOR]",083-160-048,$363.62,$0.00,"SFD UPGRADE ELECTRICAL SERVICE FROM 100 TO 200 AMPS. INSTALL ELECTRICAL VEHICLE CHARGER."
BLD25-1309,Issued,"Building Permit No Plan Check",3/9/2025,03/09/2025,"234 Del Mar Pt Sea Ranch [SEA]",156-460-025,$540.74,$0.00,"REROOF 3100 SQ FT ROOF WITH MALARKEY VISTA BLACK SINGLES. I AM A SELF CERTIFYING CONTRACTOR."
BLD25-1310,Issued,"Building Permit No Plan Check",3/9/2025,03/10/2025,"38216 Green Vale Close Sea Ranch [SEA]",156-130-013,$539.56,$0.00,"SFD EXTERIOR SIDING: PARTIAL REPLACEMENT OF REDWOOD SIDING DUE TO DAMAGE BY INSECTS AND BOARD CUPPING. SIDING REPLACEMENT AREAS WILL MAINLY BE ON SOUTH AND WEST FACING FACADES AND COVER APPROXIMATELY 2800 SQ.FT. THE NEW REDWOOD SIDING WILL MATCH EXISTING: 1x6 CLEAR HEART, SHIP- LAPPED REDWOOD AND INSTALLED AS PER RECOMMENDED PRACTICES INCLUDING NEW WATER RESISTANT MEMBRANE AS NECESSARY. 5 WINDOWS TO BE REPLACED DURING SIDING WORK DUE TO WINDOW MITERED FRAME FAILURES. NO STRUCTURAL CHANGES WILL BE REQUIRED FOR WINDOW REPLACEMENTS AS THEY WILL OCCUPY THE EXISTING OPENINGS."
BLD25-1315,Issued,"Building Permit No Plan Check",3/10/2025,03/11/2025,"14266 Cherry St Guerneville [GUE]",072-150-011,$363.62,$0.00,"SFD. Replace tank heat pump water heater located in a mechanical room with tank heat pump water heater like for like in the same location, 65 gallons."
BLD25-1316,Issued,"Building Permit No Plan Check",3/10/2025,03/10/2025,"4296 Savannah Trl Bennett Valley [BEN]",055-250-014,$363.62,$0.00,"SFD- To service the main house - replace failed furnace and AC with new furnace and AC - furnace located in an outdoor closet and AC located in back yard"
BLD25-1319,Issued,"Building Permit No Plan Check",3/10/2025,03/10/2025,"8175 Knoll Dr Forestville [FOR]",082-036-010,$391.45,$0.00,"SFD Tear off & Reroof (8 SQ) Class A Comp Shingles, Resheath, & Repair Damages due to Dry Rot"
BLD25-1320,Issued,"Building Permit No Plan Check",3/10/2025,03/10/2025,"21447 Hazel Way Monte Rio [MRO]",095-146-002,$363.62,$0.00,"Upgrading old service panel, current panel still uses fuse box."
BLD25-1321,Issued,"Building Permit No Plan Check",3/10/2025,03/10/2025,"6300 Bloomfield Rd Bloomfield [BLO]",027-090-002,$363.62,$0.00,"SFD- Replace 14 duct runs located in the crawl space with R8 ducting, like for like in the same location."
BLD25-1323,Finaled,"Building Permit No Plan Check",3/10/2025,03/10/2025,"972 Scenic Ave Bellevue [BEL]",134-242-020,$537.01,$0.00,"tear off re roof 29 squares using class A comp shingles SELF CERTIFICATE"
BLD25-1324,Finaled,"Building Permit No Plan Check",3/10/2025,03/10/2025,"11088 Westside Ave Forestville [FOR]",081-041-040,$363.62,$0.00,"SFD Remove existing 125amp main panel and install a new 125amp main panel."
BLD25-1325,Issued,"Building Permit No Plan Check",3/10/2025,03/11/2025,"329 Main Sail Sea Ranch [SEA]",156-580-021,$363.62,$0.00,"SFD-Replace existing PEX pipe with PEX pipe for Peitro Faconti 329 Main Sail, Sea Ranch, CA 95497 USA (707) 785-2403. The pipe will be replaced from main water service riser including shutoff valve to the subfloor of the house."
BLD25-1326,Finaled,"Building Permit No Plan Check",3/10/2025,03/10/2025,"1464 Laguna Rd A Graton [GRA]",130-420-021,$536.62,$0.00,"Remove and dispose of old composition shingle roof on single-family dwelling. New roof material is GAF Timberline HDZ U.L. Class A architectural laminate fiberglass comp shingle roof."
BLD25-1327,Issued,"Building Permit No Plan Check",3/10/2025,03/10/2025,"124 Loma Vista Dr Glen Ellen [GLE]",133-102-017,$363.62,$0.00,"REMOVE/REINSTALL EXISTING SOLAR 5.760 kW DC ROOF MOUNT SOLAR PV SYSTEM WITH 32 MITSUBISHI ELECTRIC: PV-MF180UD4 180W MONO MODULES WITH 01 FRONIUS PRIMO 5.0-1 INVERTER (no new equipment)"
BLD25-1328,Finaled,"Building Permit No Plan Check",3/10/2025,03/10/2025,"404 Eddie Ln Graton [GRA]",060-290-013,$536.44,$0.00,"SFD; 19sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles"
BLD25-1331,Issued,"Building Permit No Plan Check",3/10/2025,03/10/2025,"3740 Skillman Ln Petaluma [PET]",021-122-023,$539.31,$0.00,"Remove existing roof and replace with a class A composition shingle roofing system."
BLD25-1332,Issued,"Building Permit No Plan Check",3/10/2025,03/10/2025,"5415 Wilshire Dr Mark West Springs [MWS]",067-100-008,$363.62,$0.00,"EVT17-05028 Installation of a 499 gallon propane tank to replace a 250 gallon propane tank"
BLD25-1336,Issued,"Building Permit No Plan Check",3/10/2025,03/18/2025,"792 Shiloh Canyon Rd Windsor [WIN]",079-140-019,$536.36,$0.00,"ADU, Bath Remodel-Replace in-kind (1) lavorty and (1) toilet. Replace (E) shower with bathtub in same location. no alterations to wall/doors/windows"
BLD25-1337,Issued,"Building Permit No Plan Check",3/11/2025,03/12/2025,"6322 Highland Pl Sebastopol [SEB]",025-130-004,$363.62,$0.00,"SFD - Replace 75 gallon tanked water heater with new tankless water heater. Run a dedicated 3/4 galv gas line from riser at garage to tankless in crawlspace."
BLD25-1339,Issued,"Building Permit No Plan Check",3/11/2025,03/11/2025,"1293 Bing Tree Way Twin Hills [TWI]",063-340-023,$536.90,$0.00,"Tear off and dispose of existing roofing down to roofing substrate. Adhere GAF Weather Watch peel & stick membrane to valleys, ridges, rake edges, rake walls, around pipes and other leak prone areas. Install GAF Tiger Paw Synthetic underlayment on all main facets of house. Install new pipe flashings and vent assemblies. Install a pre-painted 2x2 nosing on rake edges. Install GAF Timberline HDZ shingles with GAF Z ridge cap. Install GAF cobra ridge on all main ridges."
BLD25-1340,Finaled,"Building Permit No Plan Check",3/11/2025,03/11/2025,"353 E Robles Ave Bellevue [BEL]",044-101-046,$539.11,$0.00,"TEAR OFF, INSTALL NEW UNDERLAYMENT, NEW GUTTERS AND REROOF WITH 20 SQUARES OF NEW SHINGLES. CONTRACTOR TO SELF CERTIFY."
