permit_number,status,permit_type,applied_date,issued_date,address,parcel_number,fee,valuation,description
BLD25-3903,Issued,"Building Permit No Plan Check",7/1/2025,07/01/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt#35: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-3904,Issued,"Building Permit No Plan Check",7/1/2025,07/01/2025,"193 Airport Blvd E Windsor [WIN]",039-025-067,$374.76,$0.00,"For Apt#163: Replace (E) heater w/ (N) Goodman (40k btu's/80%efficiency) heater, replace (E) A/C w/ (N) York(1.5ton/14seer) A/C unit. No electrical needed. Job Valuation: $9,500.00"
BLD25-3905,Issued,"Building Permit No Plan Check",7/1/2025,07/01/2025,"228 Magnolia Ave Bellevue [BEL]",044-141-044,$374.76,$0.00,"(1) 70K BTUS FURNACE CHANGEOUT IN CLOSET"
BLD25-3906,Issued,"Building Permit No Plan Check",7/1/2025,07/01/2025,"381 Sanford Rd Santa Rosa [SRO]",130-200-023,$552.34,$0.00,"Reroof - Removal of existing roof material, installing GAF Royal 3-Tab roofing system on a single family dwelling, 684 square feet. Work valuation $10,250.00. Self-certified."
BLD25-3911,Finaled,"Building Permit No Plan Check",7/1/2025,07/01/2025,"321 Constellation Close Sea Ranch [SEA]",155-100-005,$553.55,$0.00,"T/O 28 SQ COMP SHINGLE; RE-ROOF WITH CLASS A RATED COMP SHINGLE; SFD; SELF CERT"
BLD25-3912,Finaled,"Building Permit No Plan Check",7/1/2025,07/01/2025,"234 Wild Moor Reach Sea Ranch [SEA]",156-230-010,$552.70,$0.00,"PARTIAL REROOF OF BIG RECTANGULAR SOUTHWEST SECTION 1200 SQ FT. MALARKEY VISTA WEATHERED WOOD SHINGLES. LIKE FOR LIKE. I AM A SELF CERTIFYING CONTRACTOR."
BLD25-3913,Issued,"Building Permit No Plan Check",7/1/2025,07/01/2025,"59 Clippers Reach Sea Ranch [SEA]",156-010-011,$552.83,$0.00,"PARTIAL REROOF OF NORTHWEST HALF OF ROOF IN THE SHAPE OF A T. 1000 SQ FT. OWENS CORNING DURATION SHINGLES. ONYX BLACK. I AM A SELF CERTIFYING CONTRACTOR."
BLD25-3915,Issued,"Building Permit No Plan Check",7/1/2025,07/01/2025,"920 Jamboree Dr Penngrove [PEN]",047-091-063,$374.76,$0.00,"175 amp electrical meter main panel replacement. like for like."
BLD25-3916,Issued,"Building Permit No Plan Check",7/1/2025,07/01/2025,"128 De Chene Ave Agua Caliente [AGU]",056-306-008,$553.38,$0.00,"Tear off/Reroof"
BLD25-3919,Issued,"Building Permit No Plan Check",7/2/2025,07/03/2025,"136 Ursuline Rd Windsor [WIN]",058-050-054,$374.76,$0.00,"EVT17-01420 - SFD, Replace A/C System 3.5 Ton in Left Side Yard (like for like) & Replace Approx. 120 LF of Ducting in the Crawlspace - 2017 Sonoma Complex Fire"
BLD25-3923,Issued,"Building Permit No Plan Check",7/2/2025,07/08/2025,"150 Theodor Ln Agua Caliente [AGU]",056-094-037,$374.76,$0.00,"SFD, Replace Non-Functioning A/C Condenser & Coil"
BLD25-3924,Issued,"Building Permit No Plan Check",7/2/2025,07/12/2025,"10092 Sorcerer Wood Sea Ranch [SEA]",155-450-015,$374.76,$0.00,"Install ECVS - Tesla wall connector charger 40A single phase on fence"
BLD25-3925,"Awaiting Applicant Response","Building Permit No Plan Check",7/2/2025,,"21360 Santa Clara Ave Monte Rio [MRO]",094-064-002,$0.00,$0.00,"To legalize VBU25-0245; Remodel / renovation including new roof, electrical (panel) and tankless water heater."
BLD25-3926,Issued,"Building Permit No Plan Check",7/2/2025,07/02/2025,"733 Sonoma Vista Dr Agua Caliente [AGU]",052-203-093,$558.50,$0.00,"SFD, Tear off and Reroof *Self Cert* 40 SQ with (N) GAF Class A Shingle"
BLD25-3927,Issued,"Building Permit No Plan Check",7/2/2025,07/02/2025,"8181 Franz Valley Rd Mark West Springs [MWS]",120-140-062,$556.15,$0.00,"Remove existing roofing. Re-sheath using 1/2"" cdx. Reroof with Class A dimensional composition, new flashings. 29 squares. SFD. Self Cert."
BLD25-3931,Issued,"Building Permit No Plan Check",7/2/2025,07/02/2025,"6502 Orchard Station Rd Sebastopol [SEB]",062-140-030,$402.84,$0.00,"Detached garage unit. Remove existing composition. Reroof using class A dimensional composition, new flashings. 11 squares. Self Cert."
BLD25-3933,Issued,"Building Permit No Plan Check",7/2/2025,07/02/2025,"1235 Castle Rd Sonoma [SON]",127-181-039,$374.76,$0.00,"Proposed 400 amp electrical meter on a backer board with underground electric to the residence, barn, and septic sump pump"
BLD25-3934,Issued,"Building Permit No Plan Check",7/2/2025,07/15/2025,"7 Sunrise Mountain Rd Guerneville [GUE]",105-080-050,$374.76,$0.00,"SFD, Upgrade Main Panel from 100A to 125A, (N) Riser & Weather Head to Prevent Wire from Rubbing on Shingle Ridge, & Subpanel"
BLD25-3935,Issued,"Building Permit No Plan Check",7/2/2025,07/12/2025,"281 Main Sail Sea Ranch [SEA]",156-580-018,$374.76,$0.00,"Install EVCS, New Tesla wall connector charger. Level 2- 7.7kW on fence"
BLD25-3940,Finaled,"Building Permit No Plan Check",7/2/2025,07/02/2025,"255 Screech Owl Sea Ranch [SEA]",156-360-042,$552.18,$0.00,"Removal & Disposal of existing shingles & underlayment and installation of new water&ice underlayment and comp shingles to match previous roofing color/style"
BLD25-3948,Issued,"Building Permit No Plan Check",7/2/2025,07/02/2025,"7315 Lynch Rd Twin Hills [TWI]",060-150-007,$553.23,$0.00,"Self-certified single-family dwelling:17 sq. Remove and replace the roof with class A fire-rated asphalt composition shingles."
BLD25-3949,Issued,"Building Permit No Plan Check",7/2/2025,07/02/2025,"4859 Hessel Rd Sebastopol [SEB]",062-191-060,$374.76,$0.00,"Replacement of Main Electrical Panel"
BLD25-3950,Finaled,"Building Permit No Plan Check",7/2/2025,07/03/2025,"387 Firelight Dr Windsor [WIN]",039-310-001,$557.29,$0.00,"SFD, Replace Siding and Trim on Front & Left Sides of Home Only (siding overlay on remaining) w/ James Hardie Fiber Cement Siding"
BLD25-3954,Finaled,"Building Permit No Plan Check",7/2/2025,07/03/2025,"70 Lynch Rd Penngrove [PEN]",137-090-031,$374.76,$0.00,"SFD, Replace Main Panel 200A 120/240V Single Phase, Replace Subpanel, & Install (N) 50A Receptacle"
BLD25-3957,Issued,"Building Permit No Plan Check",7/3/2025,07/03/2025,"95 Randolph Ave Kenwood [KEN]",050-273-012,$374.76,$0.00,"Replace main Electrical panel"
BLD25-3958,Issued,"Building Permit No Plan Check",7/3/2025,07/22/2025,"23620 Dutcher Creek Rd Geyserville [GEY]",139-180-023,$374.76,$0.00,"Remove existing Furnace & AC. Install new 5 ton mini split system"
BLD25-3961,Issued,"Building Permit No Plan Check",7/3/2025,07/08/2025,"36690 Mariners Dr Sea Ranch [SEA]",156-060-007,$374.76,$0.00,"(1) 70k BTUS FURNACE CHANGEOUT IN OUTSIDE CLOSET (1) R8 DUCTS SUPPLY: 8 RETURN: 1 ENTIRELY NEW: NO"
BLD25-3963,Finaled,"Building Permit No Plan Check",7/3/2025,07/07/2025,"1190 E Napa St 2 Sonoma [SON]",127-242-050,$629.02,,"Barrier removal: Replacing asphalt with pavers and wood chips with decomposed granite"
BLD25-3965,Issued,"Building Permit No Plan Check",7/3/2025,07/08/2025,"20730 Temelec Dr Sonoma [SON]",142-170-043,$374.76,$0.00,"(1) R8 DUCTS SUPPLY: 8 RETURN: 0 ENTIRELY NEW: NO"
BLD25-3966,Issued,"Building Permit No Plan Check",7/3/2025,07/03/2025,"3683 Canfield Rd Twin Hills [TWI]",025-080-003,$374.76,$0.00,"Replace very old existing 200-amp main service with New 400-amp Eaton 1MP2204R two meter service. Meter #1 will feed a 200-amp circuit to feed existing house and replace existing house panel with a new 200-amp sub-panel. Meter #2 will feed a 200-amp circuit to feed a 200-amp well and agricultural panel. The existing house meter with have a 200-amp transfer switch for future generator. The well and agricultural meter will have a 200-amp transfer switch for future generator."
BLD25-3968,Finaled,"Building Permit No Plan Check",7/3/2025,07/03/2025,"389 Dusty Ln Twin Hills [TWI]",077-090-055,$552.82,$0.00,"Full reroof with tear off, comp shingles. Install GAF Timberline HDZ/RS over Tiger Paw underlayment."
BLD25-3970,Finaled,"Building Permit No Plan Check",7/3/2025,07/03/2025,"1050 Cherry Creek Rd Cloverdale [CLO]",115-220-011,$554.08,$0.00,"**RENEW FOR EXPIRED BLD19-6318** AWP REROOF / TEAR OFF / CLASS A METAL ROOF / SFD-SELF CERT"
BLD25-3975,Finaled,"Building Permit No Plan Check",7/3/2025,07/03/2025,"8154 Park Ave Forestville [FOR]",082-036-031,$552.73,$0.00,"Self-certified single-family dwelling, 20 sq. Remove and replace the roof with Class A fire-rated asphalt composition shingles."
BLD25-3977,Issued,"Building Permit No Plan Check",7/3/2025,07/07/2025,"141 Harris Hills Dr Graton [GRA]",060-303-077,$374.76,$0.00,"SFD Removal and reinstall existing PV system."
BLD25-3978,Finaled,"Building Permit No Plan Check",7/4/2025,07/04/2025,"537 Smith Brothers Rd Bodega Bay [BBY]",100-120-024,$553.56,$0.00,"Commercial Reroof - Removal of existing roof material, installing GAF Grand Sequoia Reflective Shingle roofing system, 1698 square feet. Work valuation $19,650.00. Self-certified."
BLD25-3981,Issued,"Building Permit No Plan Check",7/5/2025,07/13/2025,"1515 Stony Point Rd A Petaluma [PET]",113-160-043,$552.96,$0.00,"Like for like siding replacement at 1515A Stony Point Road, Petaluma, CA"
BLD25-3982,Issued,"Building Permit No Plan Check",7/6/2025,07/13/2025,"1515 Stony Point Rd D Petaluma [PET]",113-160-043,$552.96,$0.00,"Replace (like for like) siding at 1515D Stony Point Road in Petaluma."
BLD25-3986,"Pre- Due","Building Permit No Plan Check",7/7/2025,,"70 Merrill St Geyserville [GEY]",140-130-002,$374.76,$0.00,"Install a new gas line to the existing metal shop, existing storage building, existing depot, and the existing manufactured home for new 50000 BTU natural gas heaters with two-inch polyurethane gas piping. Add to the existing gas line in the office to supply the new shop heaters in the existing depot storage building."
BLD25-3987,Issued,"Building Permit No Plan Check",7/7/2025,07/09/2025,"70 Merrill St Geyserville [GEY]",140-130-002,$374.76,$0.00,"Install new 1"" schedule 80 PVC water lines to the existing 2 storage buildings and metal shop and six spigots at the rear of the property."
BLD25-3992,Finaled,"Building Permit No Plan Check",7/7/2025,07/07/2025,"176 Sounding Sea Ranch [SEA]",156-470-013,$552.51,$0.00,"TEAR OFF AND RE-ROOF WITH CLASS A COMP SHINGLES/NO SHEATHING/ SELF-CERTIFIED 16 SQS."
BLD25-3993,Finaled,"Building Permit No Plan Check",7/7/2025,07/07/2025,"7782 Hwy 12 Kenwood [KEN]",050-050-007,$552.70,$0.00,"Reroof - Tear off, Sheathing repair, install fire rated composition roofing and new gutters. 21 sq total"
BLD25-3994,Issued,"Building Permit No Plan Check",7/7/2025,07/07/2025,"830 Cecelia Dr Glen Ellen [GLE]",054-144-011,$374.76,$0.00,"Replace existing 100Amp residential meter panel. Overhead feed. No increase in loads."
BLD25-3995,Issued,"Building Permit No Plan Check",7/7/2025,07/07/2025,"9758 Barnett Valley Rd Twin Hills [TWI]",073-062-075,$402.95,$0.00,"Replace siding to repair near chimney on second SFD- plywood siding"
BLD25-3999,Issued,"Building Permit No Plan Check",7/7/2025,07/07/2025,"21940 Monte Vista Ter Monte Rio [MRO]",095-022-001,$374.76,$0.00,"Installing a heat pump Mini Split. SEER: 18 HSPF: 10.4"
BLD25-4000,Finaled,"Building Permit No Plan Check",7/7/2025,07/07/2025,"550 Cleveland Ave Petaluma [PET]",021-024-050,$374.76,$0.00,"Removal of existing 40 Gallon Natural Gas Water Heater. Installation of New like for like in same location of utility closet"
BLD25-4001,Issued,"Building Permit No Plan Check",7/7/2025,07/07/2025,"1511 Willowside Rd Santa Rosa [SRO]",057-130-052,$374.76,$0.00,"SFD Removal and reinstallation of existing solar in preparation for new roof."
BLD25-4003,Issued,"Building Permit No Plan Check",7/7/2025,07/07/2025,"21010 Broadway Sonoma [SON]",128-351-016,$374.76,$0.00,"Installation of a new 400 Amp overhead meter main service in the same location"
BLD25-4004,Issued,"Building Permit No Plan Check",7/7/2025,07/07/2025,"116 La Mancha Way Agua Caliente [AGU]",052-690-025,$374.76,$0.00,"Extend gas line to kitchen stove area through roof. replace cabinets and countertops"
BLD25-4006,Issued,"Building Permit No Plan Check",7/7/2025,07/07/2025,"15051 Canyon 7 Rd Guerneville [GUE]",070-210-024,$374.76,$0.00,"100 amp service replacement & rewire (e) knob and tube & subpanel"
BLD25-4009,Issued,"Building Permit No Plan Check",7/7/2025,07/09/2025,"1392 Mountain View Ave Petaluma [PET]",019-231-007,$374.76,$0.00,"SFD Replace existing 100 amp with 200 amp service panel. Replace knob and tube wiring with modern conductors. Replace receptacles and lighting with modern equipment. Replace gas tank water heater with a gas tankless water heater. Replace plumbing fixtures. Replace piping with new modern materials."
BLD25-4011,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"3075 Burnside Rd Twin Hills [TWI]",073-062-041,$374.76,$0.00,"Re-wire electrical"
BLD25-4015,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"795 Martin St Glen Ellen [GLE]",054-141-013,$374.76,$0.00,"SFD, Replace Tank Water Heater with New Tankless Water Heater"
BLD25-4020,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"510 Colony Rd Geyserville [GEY]",141-260-006,$557.62,$0.00,"Remove and replace existing composition shingle roof with new Class A fire rated composition shingle roofing system 40 SQ SELF CERT"
BLD25-4021,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"19479 Hidden Valley Rd Guerneville [GUE]",072-060-038,$553.89,$0.00,"Tearoff and reroof 18 squares of dimensional comp shingles; Tearoff and reroof 4 squares of TPO roofing"
BLD25-4024,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"20785 Heron Dr Bodega Bay [BBY]",100-310-036,$555.46,$0.00,"SELF-CERTIFIED Remove existing roof and install GAF UDHZ comp shingles in weatherwood color"
BLD25-4026,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"2485 Sanders Rd Twin Hills [TWI]",076-110-075,$374.76,$0.00,"Replace failed existing tankless combi boiler with same tankless combi boiler. 80k/160k BTU/hr. No relocation."
BLD25-4027,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"9498 Champs De Elysses Forestville [FOR]",082-102-012,$374.76,$0.00,"SFD, Main Service Panel Replacement-like for like"
BLD25-4028,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"2235 Hot Springs Rd Cloverdale [CLO]",139-010-018,$565.71,$0.00,"1. Remove existing roof system down to the sheeting 1 layer max 2. Inspect roof decking for integrity and prepare for install 3. Install Diamond Deck Synthetic underlayment entire roof 4. Install all new flashings and paint to blend with color of roof a. Valleys and flashings replaced 5. Install new asphalt shingles- Class A a. CertainTeed Presidential TL Solaris - 80sqs max 6. Install new O’hangin FR attic exhaust vents 12max 7. Install new ridge cap 323’ 8. Clean and remove all related debris"
BLD25-4029,Issued,"Building Permit No Plan Check",7/8/2025,07/11/2025,"23880 Ramal Rd Sonoma [SON]",135-061-005,$374.76,$0.00,"New electrical service 200A, 3 phase, 120V-240V for use of well pump, irrigations pumps, farm equipment for AG Land."
BLD25-4030,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"1396 Skillman Ln Petaluma [PET]",048-061-092,$374.76,$0.00,"(1) 60K FURNACE CHANGEOUT UNDER HOUSE"
BLD25-4032,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"20857 Burndale Rd Sonoma [SON]",126-052-012,$553.32,$0.00,"SELF-CERTIFIED FRONT HOUSE Remove existing roofing and install GAF timberline HDZ comp shingles in weatherwood color 2400 sq ft (24 squares)"
BLD25-4033,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"20857 Burndale Rd Sonoma [SON]",126-052-012,$553.32,$0.00,"SELF-CERTIFIED BACK BARN BUILDING Remove existing roof and install GAF timberline HDZ comp shingles in weatherwood color 2400 sq ft (24 squares)"
BLD25-4034,Issued,"Building Permit No Plan Check",7/8/2025,07/09/2025,"360 Dahlia Dr Sonoma [SON]",142-240-004,$374.76,$0.00,"Remove &n replace AC in yard & all duct work in crawlspace like for like."
BLD25-4036,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"1144 Irwin Ln Santa Rosa [SRO]",060-040-025,$552.71,$0.00,"SFD; 21sqs; Self Certified contractor; Remove existing roof. Install with new Lifetime Class A composition shingles. Main houe"
BLD25-4038,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"6315 Cottage Ridge Rd Windsor [WIN]",067-340-038,$374.76,$0.00,"Change-out 4-ton 15 SEER condenser in rear yard on the right side, 90,000 BTU 97 AFUE furnace under house."
BLD25-4039,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"5312 Marigold Ln Windsor [WIN]",039-310-055,$374.76,$0.00,"SFD Main Home; Replace Heat Pump"
BLD25-4041,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"6085 Orchard Station Rd Sebastopol [SEB]",062-150-052,$402.94,$0.00,"1/2 side of home reroof with tear off. Install GAF comp shingles over Tiger Paw underlayment."
BLD25-4042,Issued,"Building Permit No Plan Check",7/8/2025,07/08/2025,"5627 Inverness Ave Bennett Valley [BEN]",045-330-044,$558.14,$0.00,"T/O 31 DECRA METAL ROOFING SYSTEM; PARTIAL RE-ROOF WITH VERTICAL STANDING SEAM METAL ROOF; SFD; SELF CERT"
BLD25-4045,Finaled,"Building Permit No Plan Check",7/8/2025,07/08/2025,"35051 Crows Nest Dr Sea Ranch [SEA]",155-340-014,$555.65,$0.00,"REROOF 1600 SQ FT ROOF WITH MALARKEY VISTA BLACK SHINGLES. I AM A SELF CERTIFYING CONTRACTOR."
BLD25-4046,"Application Accepted/In Review","Building Permit No Plan Check",7/8/2025,,"999 Accela Way",999-999-999,$0.00,$0.00,"Lisa Test 7-1-2025"
BLD25-4048,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"176 La Mancha Way Agua Caliente [AGU]",052-690-007,$374.76,$0.00,"176, Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-4049,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"172 La Mancha Way Agua Caliente [AGU]",052-690-002,$374.76,$0.00,"172, Remove existing 100A Sylvania panel and install new 100A panel in existing location, Per insurance company"
BLD25-4051,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"601 Pleasant Hill Rd Twin Hills [TWI]",076-060-005,$554.13,$0.00,"tear off old roof, install polystick xfr underlayment, install gutters, install 24 gauge standing seam metal roof, self certify"
BLD25-4052,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"235 Fremont Dr Sonoma [SON]",128-461-045,$374.76,$0.00,"Commercial, Replace Control Panel for Fire Pump & Jockey Pump In Kind (like for like)"
BLD25-4053,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"145 Shaw Ave Kenwood [KEN]",050-275-055,$403.01,$0.00,"Tearoff and Reroof 8SQ, Comp A shingles"
BLD25-4054,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"270 Wild Moor Reach Sea Ranch [SEA]",156-230-029,$557.86,$0.00,"SFD, Siding Replacement - Less than 30 LF"
BLD25-4055,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"10578 Woodside Dr Forestville [FOR]",082-170-013,$553.42,$0.00,"T/O 16 SQ OF EXISTING ROOFING SYSTEM; RE-ROOF WITH CLASS A RATED COMP AT PITCHED ROOF AND APP TORCH DOWN ROOFING SYSTEM AT LOW SLOPE ROOF; SFD; SELF CERT"
BLD25-4060,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"10344 Woodside Dr Forestville [FOR]",082-191-018,$374.76,$0.00,"REMOVE AND REPLACE 30 GALLON GAS WATER HEATER IN OUTSIDE CLOSET. LIKE FOR LIKE SAME LOCATION."
BLD25-4061,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"3349 Primrose Ave Bellevue [BEL]",134-271-048,$553.61,$0.00,"REPAIR FASCIA & SOME ROTTEN DECKING AS NEEDED"
BLD25-4062,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"5780 Futura Way Kenwood [KEN]",030-340-019,$374.76,$0.00,"(200A) Electrical for (E) well"
BLD25-4072,Issued,"Building Permit No Plan Check",7/9/2025,07/09/2025,"14694 Carrier Ln Guerneville [GUE]",069-290-004,$553.29,$0.00,"SFD. Tear off and reroof 18 squares using class ""A"" composition shingles. SELF CERT."
BLD25-4076,Issued,"Building Permit No Plan Check",7/10/2025,07/21/2025,"4443 Bennett View Dr Bennett Valley [BEN]",049-230-014,$374.76,$0.00,"Main Electrical panel replacement, sub panel, EV charging station"
BLD25-4077,Issued,"Building Permit No Plan Check",7/10/2025,07/10/2025,"4441 Bennett View Dr Bennett Valley [BEN]",049-230-014,$553.79,$0.00,"Re - Roof"
BLD25-4078,Issued,"Building Permit No Plan Check",7/10/2025,07/10/2025,"4443 Bennett View Dr Bennett Valley [BEN]",049-230-014,$559.61,$0.00,"Re - Roof"
BLD25-4079,Finaled,"Building Permit No Plan Check",7/10/2025,07/10/2025,"3945 Docs Ranch Rd Occidental [OCC]",073-270-058,$553.13,$0.00,"tear off down to bare wood and dispose of existing wood remove all debri install a layer of grace vycor ice and water self adhering peel and stick alone eves and raked edges install one layer of diamond deck felt underlayment over bare wood and all roof surfaces new 2x2 metal along raked and eves edges and in gutter new 2 in starter around perimeter new pipe jack flashing painted w/neoprene pipe collars and alangl exhaust flashing 6 pre painted fire and ice low profile ohhagen alone ridge and attic vent city code install new 40yr limited lifetime warranty class a fire rated roofing comp shingles detached and pumphouse"
BLD25-4081,Issued,"Building Permit No Plan Check",7/10/2025,07/14/2025,"37066 Albatross Reach Sea Ranch [SEA]",156-100-021,$374.76,$0.00,"(N) 2 ton ductless mini split installation on right hand side of annex (smaller building w/ garage)"
BLD25-4082,Issued,"Building Permit No Plan Check",7/10/2025,07/10/2025,"4540 Primrose Ave Bellevue [BEL]",134-265-004,$374.76,,"200AMP ELEC FOR WELL"
BLD25-4083,Issued,"Building Permit No Plan Check",7/10/2025,07/10/2025,"170 Eastman Meadows Petaluma [PET]",021-024-041,$374.76,$0.00,"(1) 80K BTUS FURNACE CHANGEOUT IN GARAGE"
BLD25-4085,Issued,"Building Permit No Plan Check",7/10/2025,07/11/2025,"8958 Rancho Adobe Ct Penngrove [PEN]",047-660-007,$374.76,$0.00,"SFD. Replace 75 gallon gas tank water heater located in the garage, like for like in the same location"
BLD25-4086,Issued,"Building Permit No Plan Check",7/10/2025,07/22/2025,"19373 Steuben Ln Sonoma [SON]",052-431-034,$374.76,$0.00,"Replace and install new Heat Pump Condenser, Coil, And FAU New pad for condenser, Indoor is same location. FAU- Carrier 59tn6c080c2120adp Coil- c60a210l169n Outdoor- 38muraq60ab"
BLD25-4087,Issued,"Building Permit No Plan Check",7/10/2025,07/14/2025,"9736 Green Valley Rd Graton [GRA]",104-040-027,$374.76,$0.00,"Replace existing with Mitsubishi heat pump and Carrier AC"
BLD25-4088,Finaled,"Building Permit No Plan Check",7/10/2025,07/10/2025,"6285 Orchard Station Rd Sebastopol [SEB]",062-150-009,$553.86,$0.00,"self cert/ sfd/ main house/ remove exist cement tile roof/ install OSB plywood/ install 40yr. composition shingles/ class A/ 23 squares/ Estabrook residence/ 6285 Orchard Station Rd."
BLD25-4089,Finaled,"Building Permit No Plan Check",7/10/2025,07/10/2025,"4859 Hessel Rd Sebastopol [SEB]",062-191-060,$554.23,$0.00,"SELF-CERTIFIED Remove existing roof and installing GAF comp shingles HDZ in charcoal color 34 squares."
BLD25-4090,Issued,"Building Permit No Plan Check",7/10/2025,07/10/2025,"529 Horse Barn Rd Windsor [WIN]",086-140-010,$374.76,$0.00,"Remove existing 200amp panel at house and install new 320Amp panel on PGE board"
BLD25-4091,Finaled,"Building Permit No Plan Check",7/10/2025,07/14/2025,"1541 Chapman Ln Petaluma [PET]",021-030-104,$374.76,$0.00,"Level 2 / 240V charging for Ford F150 Lightning. 50A circuit on GE main 200A panel (load calcs attached) within 20 feet of main panel. Using #6 AWG copper THHN wire."
