row_index,target_field,algorithm,predicted_value,confidence,prediction_source,passes_threshold,candidate_status,rejection_reason,validation_record_status
192,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
193,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
196,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
201,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
203,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
206,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
208,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
210,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
211,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
213,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
214,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
217,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
219,permit_type,grouped_majority,Plumbing OTC,1.0,group_majority,True,Accepted,,valid
223,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
226,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
230,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
233,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
234,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
237,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
238,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
239,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
240,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
248,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
258,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
263,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
264,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
265,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
266,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
269,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
271,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
272,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
273,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
276,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
282,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
283,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
285,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
288,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
290,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
296,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
298,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
303,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
304,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
306,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
312,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
314,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
317,permit_type,grouped_majority,Electrical OTC,0.9565217391304348,group_majority,True,Accepted,,valid
318,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
320,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
321,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
323,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
324,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
326,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
328,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
329,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
330,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
333,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
338,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
340,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
341,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
344,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
345,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
348,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
350,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
354,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
356,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
357,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
361,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
363,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
365,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
366,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
367,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
369,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
373,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
374,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
375,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
376,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
377,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
378,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
379,permit_type,grouped_majority,Plumbing OTC,1.0,group_majority,True,Accepted,,valid
381,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
383,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
384,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
385,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
386,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
391,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
393,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
394,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
396,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
397,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
399,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
402,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
407,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
411,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
413,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
417,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
419,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
420,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
423,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
426,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
427,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
428,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
429,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
435,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
436,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
437,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
438,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
444,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
445,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
446,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
448,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
455,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
457,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
460,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
463,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
464,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
468,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
472,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
473,permit_type,grouped_majority,Electrical OTC,0.9565217391304348,group_majority,True,Accepted,,valid
474,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
479,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
485,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
486,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
487,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
489,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
490,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
493,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
494,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
498,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
500,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
501,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
506,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
507,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
510,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
512,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
518,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
519,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
525,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
527,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
528,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
529,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
531,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
532,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
533,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
534,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
536,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
537,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
538,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
541,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
542,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
543,permit_type,grouped_majority,Building - Full Plan Check,1.0,group_majority,True,Accepted,,valid
544,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
545,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
557,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
558,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
562,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
569,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
573,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
576,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
577,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
581,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
585,permit_type,grouped_majority,Electrical OTC,0.9565217391304348,group_majority,True,Accepted,,valid
589,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
599,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
601,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
602,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
604,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
607,permit_type,grouped_majority,Mechanical OTC,0.9900990099009901,group_majority,True,Accepted,,valid
610,permit_type,grouped_majority,Plumbing OTC,1.0,group_majority,True,Accepted,,valid
611,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
612,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
613,permit_type,grouped_majority,Plumbing OTC,1.0,group_majority,True,Accepted,,valid
614,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
615,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
616,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
617,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
618,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
620,permit_type,grouped_majority,Plumbing OTC,0.9883720930232558,group_majority,True,Accepted,,valid
624,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
626,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
627,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
629,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
631,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
633,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
634,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
635,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
636,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
637,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
638,permit_type,grouped_majority,Residential Building Report,0.9908256880733946,group_majority,True,Accepted,,valid
643,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
644,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
646,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
652,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
653,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
655,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
656,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
657,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
660,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
661,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
664,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
666,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
669,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
677,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
691,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
693,permit_type,grouped_majority,Building Permit OTC,0.9090909090909091,group_majority,True,Accepted,,valid
694,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
697,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
699,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
701,permit_type,grouped_majority,Building Permit OTC,0.5693950177935944,group_majority,True,Accepted,,valid
702,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
704,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
708,permit_type,grouped_majority,Electrical OTC,0.9565217391304348,group_majority,True,Accepted,,valid
709,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
710,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
713,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
714,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
716,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
718,permit_type,grouped_majority,Electrical OTC,0.9866666666666667,group_majority,True,Accepted,,valid
