raw_permit_id,parser_run_id,input_file_id,output_csv_file_id,csv_row_number,address,parcel_number,permit_number,permit_type,description,valuation,status,applied_date,issued_date,contractor_name,permit_type_clean,address_normalized,parcel_number_normalized,permit_number_normalized,permit_type_normalized,description_normalized,valuation_normalized,status_normalized,applied_date_normalized,issued_date_normalized,contractor_name_normalized,validation,validation_record_status,validation_address_status,validation_applied_date_status,validation_contractor_name_status,validation_description_status,validation_issued_date_status,validation_parcel_number_status,validation_permit_number_status,validation_permit_type_status,validation_status_status,validation_valuation_status,permit_number_prefix,description_keywords,valuation_bucket
run_20260625_171308_644_row_000121,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,121,"5437 Halifax Road, Temple City, California 91780",8586-028-019,B25-48584,Building,SHINGLE ROOF REPLACEMENT OF 17 SQ'S ON MAIN AND ATTACHED GARAGE FLAT ROOF REPLACEMENT OF 6 SQ'S. REPLACEMENT WOOD AS NEEDED CRRC #0676-0137B,"$10,000",Issued,02-13-2025,02-13-2025,Epic Home Upgrade and Construction dba Epic Roof Replacement,Building,"5437 Halifax Road, Temple City, California 91780",8586-028-019,B25-48584,Building,SHINGLE ROOF REPLACEMENT OF 17 SQ'S ON MAIN AND ATTACHED GARAGE FLAT ROOF REPLACEMENT OF 6 SQ'S. REPLACEMENT WOOD AS NEEDED CRRC #0676-0137B,10000.0,Issued,2025-02-13,2025-02-13,Epic Home Upgrade and Construction dba Epic Roof Replacement,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5437 Halifax Road, Temple City, California 91780', 'normalized_value': '5437 Halifax Road, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8586-028-019', 'normalized_value': '8586-028-019', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'B25-48584', 'normalized_value': 'B25-48584', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Building', 'normalized_value': 'Building', 'messages': []}, 'description': {'status': 'valid', 'raw_value': ""SHINGLE ROOF REPLACEMENT OF 17 SQ'S ON MAIN AND ATTACHED GARAGE FLAT ROOF REPLACEMENT OF 6 SQ'S. REPLACEMENT WOOD AS NEEDED CRRC #0676-0137B"", 'normalized_value': ""SHINGLE ROOF REPLACEMENT OF 17 SQ'S ON MAIN AND ATTACHED GARAGE FLAT ROOF REPLACEMENT OF 6 SQ'S. REPLACEMENT WOOD AS NEEDED CRRC #0676-0137B"", 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$10,000', 'normalized_value': 10000.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Epic Home Upgrade and Construction dba Epic Roof Replacement', 'normalized_value': 'Epic Home Upgrade and Construction dba Epic Roof Replacement', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.446824+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,B,roof+mechanical,10000_99999
run_20260625_171308_644_row_000122,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,122,"10252 Nadine Street, Temple City, California 91780",8586-026-021,D25-48580,Demolition,DEMOLISH EXISTING HOUSE,$0,Issued,02-13-2025,02-13-2025,MSV Construction Inc.,Demolition,"10252 Nadine Street, Temple City, California 91780",8586-026-021,D25-48580,Demolition,DEMOLISH EXISTING HOUSE,0.0,Issued,2025-02-13,2025-02-13,MSV Construction Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '10252 Nadine Street, Temple City, California 91780', 'normalized_value': '10252 Nadine Street, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8586-026-021', 'normalized_value': '8586-026-021', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'D25-48580', 'normalized_value': 'D25-48580', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Demolition', 'normalized_value': 'Demolition', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'DEMOLISH EXISTING HOUSE', 'normalized_value': 'DEMOLISH EXISTING HOUSE', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'MSV Construction Inc.', 'normalized_value': 'MSV Construction Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.447033+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,D,demolition,le_1
run_20260625_171308_644_row_000123,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,123,"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,E25-48531,Electrical,TO COMPLETE WORK STARTED UNDER PERMIT # E23-45418 FOR (12) OUTLETS AND (16) LIGHT FIXTURES,$0,Issued,02-10-2025,02-13-2025,Owner-Builder,Electrical,"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,E25-48531,Electrical,TO COMPLETE WORK STARTED UNDER PERMIT # E23-45418 FOR (12) OUTLETS AND (16) LIGHT FIXTURES,0.0,Issued,2025-02-10,2025-02-13,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '6226 Golden West Avenue Unit A , Temple City, California 91780', 'normalized_value': '6226 Golden West Avenue Unit A , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-025-001', 'normalized_value': '5385-025-001', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48531', 'normalized_value': 'E25-48531', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E23-45418 FOR (12) OUTLETS AND (16) LIGHT FIXTURES', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E23-45418 FOR (12) OUTLETS AND (16) LIGHT FIXTURES', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-10-2025', 'normalized_value': '2025-02-10', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.447237+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,other,le_1
run_20260625_171308_644_row_000124,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,124,"6226 Golden West Avenue Unit A-B , Temple City, California 91780",5385-025-001,E25-48535,Electrical,"TO COMPLETE WORK STARTED UNDER PERMITS # E19-38578, E20-39165 & E22-43447 FOR CONVERT 3 -CAR GARAGE TO ADU AND INSTALL 200 AMP SERVICE PANEL",$0,Issued,02-10-2025,02-13-2025,,Electrical,"6226 Golden West Avenue Unit A-B , Temple City, California 91780",5385-025-001,E25-48535,Electrical,"TO COMPLETE WORK STARTED UNDER PERMITS # E19-38578, E20-39165 & E22-43447 FOR CONVERT 3 -CAR GARAGE TO ADU AND INSTALL 200 AMP SERVICE PANEL",0.0,Issued,2025-02-10,2025-02-13,,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '6226 Golden West Avenue Unit A-B , Temple City, California 91780', 'normalized_value': '6226 Golden West Avenue Unit A-B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-025-001', 'normalized_value': '5385-025-001', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48535', 'normalized_value': 'E25-48535', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMITS # E19-38578, E20-39165 & E22-43447 FOR CONVERT 3 -CAR GARAGE TO ADU AND INSTALL 200 AMP SERVICE PANEL', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMITS # E19-38578, E20-39165 & E22-43447 FOR CONVERT 3 -CAR GARAGE TO ADU AND INSTALL 200 AMP SERVICE PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-10-2025', 'normalized_value': '2025-02-10', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'missing', 'raw_value': None, 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-25T17:50:56.447429+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,valid,valid,E,electrical,le_1
run_20260625_171308_644_row_000125,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,125,"4913 Heleo Avenue Unit A , Temple City, California 91780",8590-024-026,E25-48539,Electrical,"TO COMPLETE WORK STARTED UNDER PERMIT # E20-40019 FOR (10) OUTLETS, (11) LIGHT FIXTURES AND EXHAUST FAN",$0,Issued,02-10-2025,02-13-2025,Owner-Builder,Electrical,"4913 Heleo Avenue Unit A , Temple City, California 91780",8590-024-026,E25-48539,Electrical,"TO COMPLETE WORK STARTED UNDER PERMIT # E20-40019 FOR (10) OUTLETS, (11) LIGHT FIXTURES AND EXHAUST FAN",0.0,Issued,2025-02-10,2025-02-13,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '4913 Heleo Avenue Unit A , Temple City, California 91780', 'normalized_value': '4913 Heleo Avenue Unit A , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8590-024-026', 'normalized_value': '8590-024-026', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48539', 'normalized_value': 'E25-48539', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E20-40019 FOR (10) OUTLETS, (11) LIGHT FIXTURES AND EXHAUST FAN', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E20-40019 FOR (10) OUTLETS, (11) LIGHT FIXTURES AND EXHAUST FAN', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-10-2025', 'normalized_value': '2025-02-10', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.447628+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,other,le_1
run_20260625_171308_644_row_000126,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,126,"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,E25-48543,Electrical,TO COMPLETE WORK STARTED UNDER PERMIT # E20-40022 ELECTRICAL FOR NEW ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL,$0,Issued,02-10-2025,02-13-2025,,Electrical,"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,E25-48543,Electrical,TO COMPLETE WORK STARTED UNDER PERMIT # E20-40022 ELECTRICAL FOR NEW ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL,0.0,Issued,2025-02-10,2025-02-13,,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '4913 Heleo Avenue Unit B , Temple City, California 91780', 'normalized_value': '4913 Heleo Avenue Unit B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8590-024-026', 'normalized_value': '8590-024-026', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48543', 'normalized_value': 'E25-48543', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E20-40022 ELECTRICAL FOR NEW ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E20-40022 ELECTRICAL FOR NEW ACCESSORY DWELLING UNIT WITH 200 AMP SERVICE PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-10-2025', 'normalized_value': '2025-02-10', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'missing', 'raw_value': None, 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-25T17:50:56.447818+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,valid,valid,E,electrical+mechanical,le_1
run_20260625_171308_644_row_000127,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,127,"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,E25-48569,Electrical,TO COMPLETE WORK STARTED UNDER PERMIT # E22-43122 ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH 200 AMP SERVICE PANEL,$0,Issued,02-12-2025,02-13-2025,Owner-Builder,Electrical,"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,E25-48569,Electrical,TO COMPLETE WORK STARTED UNDER PERMIT # E22-43122 ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH 200 AMP SERVICE PANEL,0.0,Issued,2025-02-12,2025-02-13,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9468 La Rosa Drive, Temple City, California 91780', 'normalized_value': '9468 La Rosa Drive, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8590-022-017', 'normalized_value': '8590-022-017', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48569', 'normalized_value': 'E25-48569', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E22-43122 ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH 200 AMP SERVICE PANEL', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # E22-43122 ELECTRICAL FOR A NEW SINGLE FAMILY DWELLING WITH 200 AMP SERVICE PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-12-2025', 'normalized_value': '2025-02-12', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.448036+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,electrical,le_1
run_20260625_171308_644_row_000128,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,128,"5922 Burton Avenue Unit A-B , San Gabriel, California 91776",5386-014-056,E25-48576,Electrical,"(20) OUTLETS, (20) LIGHT FIXTURES, ELECTRIC OVEN, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, EXHAUST FAN, ELECTRICAL WATER HEATER, AC UNIT FOR MAIN HOUSE AND ATTACHED ACCESSORY DWELLING UNIT",$0,Issued,02-13-2025,02-13-2025,5620 Inc. dba Leeways Construction,Electrical,"5922 Burton Avenue Unit A-B , San Gabriel, California 91776",5386-014-056,E25-48576,Electrical,"(20) OUTLETS, (20) LIGHT FIXTURES, ELECTRIC OVEN, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, EXHAUST FAN, ELECTRICAL WATER HEATER, AC UNIT FOR MAIN HOUSE AND ATTACHED ACCESSORY DWELLING UNIT",0.0,Issued,2025-02-13,2025-02-13,5620 Inc. dba Leeways Construction,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '5922 Burton Avenue Unit A-B , San Gabriel, California 91776', 'normalized_value': '5922 Burton Avenue Unit A-B , San Gabriel, California 91776', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5386-014-056', 'normalized_value': '5386-014-056', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48576', 'normalized_value': 'E25-48576', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': '(20) OUTLETS, (20) LIGHT FIXTURES, ELECTRIC OVEN, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, EXHAUST FAN, ELECTRICAL WATER HEATER, AC UNIT FOR MAIN HOUSE AND ATTACHED ACCESSORY DWELLING UNIT', 'normalized_value': '(20) OUTLETS, (20) LIGHT FIXTURES, ELECTRIC OVEN, GARBAGE DISPOSAL, DISHWASHER, RANGE HOOD, EXHAUST FAN, ELECTRICAL WATER HEATER, AC UNIT FOR MAIN HOUSE AND ATTACHED ACCESSORY DWELLING UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': '5620 Inc. dba Leeways Construction', 'normalized_value': '5620 Inc. dba Leeways Construction', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.448258+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,plumbing+electrical+mechanical,le_1
run_20260625_171308_644_row_000129,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,129,"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,G25-48544,Grading,TO COMPLETE WORK STARTED UNDER PERMIT # G19-38294 GRADING FOR A NEW DETACHED ACCESSORY DWELLING UNIT,$0,Issued,02-10-2025,02-13-2025,Owner-Builder,Grading,"4913 Heleo Avenue Unit B , Temple City, California 91780",8590-024-026,G25-48544,Grading,TO COMPLETE WORK STARTED UNDER PERMIT # G19-38294 GRADING FOR A NEW DETACHED ACCESSORY DWELLING UNIT,0.0,Issued,2025-02-10,2025-02-13,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '4913 Heleo Avenue Unit B , Temple City, California 91780', 'normalized_value': '4913 Heleo Avenue Unit B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8590-024-026', 'normalized_value': '8590-024-026', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'G25-48544', 'normalized_value': 'G25-48544', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Grading', 'normalized_value': 'Grading', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # G19-38294 GRADING FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # G19-38294 GRADING FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-10-2025', 'normalized_value': '2025-02-10', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.448536+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,G,mechanical,le_1
run_20260625_171308_644_row_000130,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,130,"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,G25-48570,Grading,TO COMPLETE WORK STARTED UNDER PERMIT # G22-42086 GRADING FOR A NEW SINGLE FAMILY DWELLING,$0,Issued,02-12-2025,02-13-2025,,Grading,"9468 La Rosa Drive, Temple City, California 91780",8590-022-017,G25-48570,Grading,TO COMPLETE WORK STARTED UNDER PERMIT # G22-42086 GRADING FOR A NEW SINGLE FAMILY DWELLING,0.0,Issued,2025-02-12,2025-02-13,,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9468 La Rosa Drive, Temple City, California 91780', 'normalized_value': '9468 La Rosa Drive, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8590-022-017', 'normalized_value': '8590-022-017', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'G25-48570', 'normalized_value': 'G25-48570', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Grading', 'normalized_value': 'Grading', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # G22-42086 GRADING FOR A NEW SINGLE FAMILY DWELLING', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # G22-42086 GRADING FOR A NEW SINGLE FAMILY DWELLING', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-12-2025', 'normalized_value': '2025-02-12', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'missing', 'raw_value': None, 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-25T17:50:56.448723+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,valid,valid,G,other,le_1
run_20260625_171308_644_row_000131,run_20260625_171308_644,run_20260625_171308_644_input,run_20260625_171308_644_csv,131,"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,M25-48532,Mechanical,TO COMPLETE WORK STARTED UNDER PERMIT # M23-45419 TO INSTALL VENTILATION FANS,$0,Issued,02-10-2025,02-13-2025,Owner-Builder,Mechanical,"6226 Golden West Avenue Unit A , Temple City, California 91780",5385-025-001,M25-48532,Mechanical,TO COMPLETE WORK STARTED UNDER PERMIT # M23-45419 TO INSTALL VENTILATION FANS,0.0,Issued,2025-02-10,2025-02-13,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '6226 Golden West Avenue Unit A , Temple City, California 91780', 'normalized_value': '6226 Golden West Avenue Unit A , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-025-001', 'normalized_value': '5385-025-001', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'M25-48532', 'normalized_value': 'M25-48532', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # M23-45419 TO INSTALL VENTILATION FANS', 'normalized_value': 'TO COMPLETE WORK STARTED UNDER PERMIT # M23-45419 TO INSTALL VENTILATION FANS', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '02-10-2025', 'normalized_value': '2025-02-10', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '02-13-2025', 'normalized_value': '2025-02-13', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.448908+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,M,other,le_1
