row_index,target_field,algorithm,predicted_value,confidence,prediction_source,passes_threshold,raw_permit_id
113,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000115
114,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000116
119,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000121
127,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000129
133,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000135
141,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000143
144,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000146
145,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000147
146,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000148
147,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000149
148,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000150
149,permit_class,grouped_majority,Residential-Multi-Family,0.7142857142857143,group_majority,True,run_20260607_155219_15_row_000151
150,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000152
151,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000153
152,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000154
153,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000155
154,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000156
155,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000157
156,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000158
157,permit_class,grouped_majority,Residential-Multi-Family,0.7142857142857143,group_majority,True,run_20260607_155219_15_row_000159
158,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000160
159,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000161
160,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000162
161,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000163
162,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000164
163,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000165
164,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000166
166,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000168
167,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000169
168,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000170
169,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000171
170,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000172
171,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000173
172,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000174
173,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000175
174,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000176
175,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000177
176,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000178
178,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000180
179,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000181
180,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000182
181,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000183
182,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000184
183,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000185
185,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000187
187,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000189
188,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000190
189,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000191
190,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000192
191,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000193
193,permit_class,grouped_majority,Residential-Multi-Family,0.7142857142857143,group_majority,True,run_20260607_155219_15_row_000195
194,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000196
195,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000197
196,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000198
197,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000199
198,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000200
199,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000201
200,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000202
202,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000204
203,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000205
204,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000206
206,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000208
207,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000209
208,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000210
209,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000211
210,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000212
211,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000213
212,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000214
213,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000215
214,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000216
215,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000217
216,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000218
220,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000222
221,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000223
222,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000224
223,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000225
225,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000227
227,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000229
228,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000230
229,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000231
230,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000232
231,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000233
233,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000235
234,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000236
235,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000237
236,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000238
237,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000239
238,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000240
239,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000241
240,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000242
241,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000243
242,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000244
243,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000245
244,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000246
245,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000247
246,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000248
247,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000249
248,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000250
250,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000252
251,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000253
253,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000255
254,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000256
255,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000257
256,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000258
257,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000259
258,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000260
259,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000261
260,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000262
261,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000263
262,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000264
263,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000265
264,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000266
265,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000267
266,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000268
267,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000269
268,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000270
270,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000272
271,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000273
272,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000274
273,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000275
275,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000277
276,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000278
277,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000279
278,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000280
279,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000281
280,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000282
281,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000283
282,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000284
283,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000285
284,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000286
287,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000289
288,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000290
291,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000293
292,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000294
295,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000297
296,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000298
297,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000299
298,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000300
301,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000303
302,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000304
303,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000305
304,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000306
306,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000308
307,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000309
308,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000310
309,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000311
310,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000312
311,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000313
312,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000314
313,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000315
314,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000316
315,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000317
316,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000318
318,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000320
323,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000325
324,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000326
326,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000328
327,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000329
328,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000330
329,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000331
330,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000332
331,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000333
335,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000337
336,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000338
337,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000339
338,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000340
339,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000341
340,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000342
341,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000343
342,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000344
343,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000345
344,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000346
345,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000347
346,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000348
347,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000349
350,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000352
351,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000353
352,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000354
353,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000355
354,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000356
355,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000357
356,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000358
357,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000359
358,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000360
361,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000363
362,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000364
363,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000365
364,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000366
365,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000367
366,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000368
367,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000369
368,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000370
369,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000371
370,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000372
371,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000373
373,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000375
374,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000376
375,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000377
376,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000378
377,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000379
378,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000380
379,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000381
381,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000383
382,permit_class,grouped_majority,Residential-Multi-Family,0.7142857142857143,group_majority,True,run_20260607_155219_15_row_000384
385,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000387
386,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000388
389,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000391
390,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000392
391,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000393
393,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000395
394,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000396
395,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000397
396,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000398
397,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000399
398,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000400
399,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000401
400,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000402
401,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000403
402,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000404
404,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000406
405,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000407
406,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000408
407,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000409
408,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000410
409,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000411
410,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000412
411,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000413
412,permit_class,grouped_majority,Residential-Multi-Family,0.732824427480916,group_majority,True,run_20260607_155219_15_row_000414
415,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000417
416,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000418
417,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000419
418,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000420
419,permit_class,grouped_majority,Res.1&2 or Guest House,1.0,group_majority,True,run_20260607_155219_15_row_000421
