row_index,target_field,algorithm,predicted_value,confidence,prediction_source,passes_threshold,candidate_status,rejection_reason,validation_record_status,raw_permit_id
165,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000167
168,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000170
172,permit_type,grouped_majority,Building Permit No Plan Check,0.5789473684210527,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000174
180,permit_type,grouped_majority,Building Permit No Plan Check,0.8841698841698842,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000182
181,permit_type,grouped_majority,Building Permit No Plan Check,0.8841698841698842,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000183
183,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000185
184,permit_type,grouped_majority,Building Permit With Plan Check,0.7735849056603774,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000186
185,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000187
187,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000189
188,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000190
191,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000193
192,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000194
196,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000198
197,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000199
198,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000200
201,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000203
203,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000205
204,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000206
208,permit_type,grouped_majority,Building Permit No Plan Check,0.8841698841698842,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000210
210,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000212
213,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000215
224,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000226
228,permit_type,grouped_majority,Building Permit No Plan Check,0.8841698841698842,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000230
232,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000234
233,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000235
236,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000238
242,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000244
243,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000245
244,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000246
245,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000247
247,permit_type,grouped_majority,Building Permit With Plan Check,0.7272727272727273,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000249
248,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000250
257,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000259
264,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000266
265,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000267
270,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000272
272,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000274
274,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000276
275,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000277
276,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000278
280,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000282
286,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000288
288,permit_type,grouped_majority,Building Permit No Plan Check,0.5789473684210527,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000290
289,permit_type,grouped_majority,Building Permit No Plan Check,0.5789473684210527,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000291
292,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000294
296,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000298
298,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000300
299,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000301
300,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000302
302,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000304
306,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000308
307,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000309
308,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000310
309,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000311
310,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000312
311,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000313
312,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000314
315,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000317
319,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000321
321,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000323
324,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000326
326,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000328
330,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000332
332,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000334
334,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000336
335,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000337
340,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000342
342,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000344
345,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000347
351,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000353
354,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000356
357,permit_type,grouped_majority,Building Permit No Plan Check,0.8841698841698842,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000359
364,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000366
367,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000369
371,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000373
372,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000374
376,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000378
377,permit_type,grouped_majority,Building Permit With Plan Check,0.7272727272727273,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000379
378,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000380
380,permit_type,grouped_majority,Building Permit With Plan Check,0.7735849056603774,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000382
387,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000389
389,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000391
390,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000392
391,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000393
395,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000397
396,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000398
398,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000400
401,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000403
403,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000405
410,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000412
412,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000414
414,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000416
420,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000422
421,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000423
423,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000425
424,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000426
427,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000429
429,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000431
432,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000434
435,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000437
439,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000441
442,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000444
445,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000447
446,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000448
447,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000449
448,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000450
449,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000451
453,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000455
454,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000456
457,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000459
463,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000465
464,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000466
465,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000467
468,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000470
470,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000472
473,permit_type,grouped_majority,Building Permit With Plan Check,0.7735849056603774,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000475
475,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000477
476,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000478
477,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000479
478,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000480
479,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000481
480,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000482
481,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000483
485,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000487
486,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000488
487,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000489
489,permit_type,grouped_majority,Building Permit With Plan Check,0.9705882352941176,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000491
490,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000492
496,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000498
497,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000499
498,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000500
499,permit_type,grouped_majority,Building Permit With Plan Check,0.9705882352941176,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000501
500,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000502
503,permit_type,grouped_majority,Building Permit With Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000505
507,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000509
508,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000510
510,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000512
514,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000516
518,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000520
519,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000521
520,permit_type,grouped_majority,Building Permit With Plan Check,0.7272727272727273,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000522
521,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000523
522,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000524
524,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000526
525,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000527
526,permit_type,grouped_majority,Building Permit With Plan Check,0.7272727272727273,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000528
529,permit_type,grouped_majority,Plan Check,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000531
535,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000537
536,permit_type,grouped_majority,Building Permit With Plan Check,0.9201680672268907,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000538
538,permit_type,grouped_majority,Building Permit No Plan Check,0.7525,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000540
545,permit_type,grouped_majority,Demolition Permit,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000547
547,permit_type,grouped_majority,Demolition Permit,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000549
548,permit_type,grouped_majority,Demolition Permit,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000550
551,permit_type,grouped_majority,Demolition Permit,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000553
553,permit_type,grouped_majority,Demolition Permit,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000555
556,permit_type,grouped_majority,Demolition Permit,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000558
558,permit_type,grouped_majority,Demolition Permit,1.0,group_majority,True,Accepted,,valid,run_20260625_175736_1038_row_000560
