raw_permit_id,parser_run_id,input_file_id,output_csv_file_id,csv_row_number,permit_number,building_type,permit_type,const_type,valuation,total_sf,total_units,permit_class,permit_class_clean,permit_number_normalized,building_type_normalized,permit_type_normalized,const_type_normalized,valuation_normalized,total_sf_normalized,total_units_normalized,permit_class_normalized,validation,validation_record_status,validation_building_type_status,validation_const_type_status,validation_permit_class_status,validation_permit_number_status,validation_permit_type_status,validation_total_sf_status,validation_total_units_status,validation_valuation_status,valuation_bucket,total_units_group,total_sf_nonzero
run_20260621_165055_31_row_000299,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,299,PRAR20250414934,1 to 2 Family,Mechanical,Alteration/Remodel,12000,0,0,Not Identified,,PRAR20250414934,1 to 2 Family,Mechanical,Alteration/Remodel,12000.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414934', 'normalized_value': 'PRAR20250414934', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '12000', 'normalized_value': 12000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.540340+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,10000_99999,0,zero
run_20260621_165055_31_row_000300,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,300,PRAR20250414941,1 to 2 Family,Mechanical,Alteration/Remodel,11900,0,0,Not Identified,,PRAR20250414941,1 to 2 Family,Mechanical,Alteration/Remodel,11900.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414941', 'normalized_value': 'PRAR20250414941', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '11900', 'normalized_value': 11900.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.540466+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,10000_99999,0,zero
run_20260621_165055_31_row_000301,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,301,PRAR20250414944,1 to 2 Family,Mechanical,Alteration/Remodel,9000,0,0,Not Identified,,PRAR20250414944,1 to 2 Family,Mechanical,Alteration/Remodel,9000.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414944', 'normalized_value': 'PRAR20250414944', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '9000', 'normalized_value': 9000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.540592+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000302,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,302,PRAR20250414947,1 to 2 Family,Mechanical,Alteration/Remodel,12000,0,0,Not Identified,,PRAR20250414947,1 to 2 Family,Mechanical,Alteration/Remodel,12000.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414947', 'normalized_value': 'PRAR20250414947', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '12000', 'normalized_value': 12000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.540715+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,10000_99999,0,zero
run_20260621_165055_31_row_000303,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,303,PRAR20250414949,1 to 2 Family,Mechanical,Alteration/Remodel,16900,0,0,Not Identified,,PRAR20250414949,1 to 2 Family,Mechanical,Alteration/Remodel,16900.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414949', 'normalized_value': 'PRAR20250414949', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '16900', 'normalized_value': 16900.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.540839+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,10000_99999,0,zero
run_20260621_165055_31_row_000304,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,304,PRAR20250414956,1 to 2 Family,Mechanical,Alteration/Remodel,4833.46,0,0,Not Identified,,PRAR20250414956,1 to 2 Family,Mechanical,Alteration/Remodel,4833.46,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414956', 'normalized_value': 'PRAR20250414956', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '4833.46', 'normalized_value': 4833.46, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.541076+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000305,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,305,PRAR20250414962,1 to 2 Family,Mechanical,Alteration/Remodel,9190,0,0,Not Identified,,PRAR20250414962,1 to 2 Family,Mechanical,Alteration/Remodel,9190.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414962', 'normalized_value': 'PRAR20250414962', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '9190', 'normalized_value': 9190.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.541364+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000306,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,306,PRAR20250414975,Commercial,Mechanical,Alteration/Remodel,8549.24,0,1,Residential-Multi-Family,Residential-Multi-Family,PRAR20250414975,Commercial,Mechanical,Alteration/Remodel,8549.24,0.0,1.0,Residential-Multi-Family,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414975', 'normalized_value': 'PRAR20250414975', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '8549.24', 'normalized_value': 8549.24, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Residential-Multi-Family', 'normalized_value': 'Residential-Multi-Family', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.541587+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,1000_9999,1,zero
run_20260621_165055_31_row_000307,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,307,PRAR20250414985,Commercial,Mechanical,Alteration/Remodel,7860,0,0,Not Identified,,PRAR20250414985,Commercial,Mechanical,Alteration/Remodel,7860.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250414985', 'normalized_value': 'PRAR20250414985', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '7860', 'normalized_value': 7860.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.541740+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000308,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,308,PRAR20250415000,Commercial,Mechanical,Alteration/Remodel,7821,0,0,Not Identified,,PRAR20250415000,Commercial,Mechanical,Alteration/Remodel,7821.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415000', 'normalized_value': 'PRAR20250415000', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '7821', 'normalized_value': 7821.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.541871+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000309,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,309,PRAR20250415015,Commercial,Mechanical,Alteration/Remodel,5000,0,0,Not Identified,,PRAR20250415015,Commercial,Mechanical,Alteration/Remodel,5000.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415015', 'normalized_value': 'PRAR20250415015', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '5000', 'normalized_value': 5000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.541997+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000310,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,310,PRAR20250415023,1 to 2 Family,Mechanical,Alteration/Remodel,7000,0,0,Not Identified,,PRAR20250415023,1 to 2 Family,Mechanical,Alteration/Remodel,7000.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415023', 'normalized_value': 'PRAR20250415023', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '7000', 'normalized_value': 7000.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.542126+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000311,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,311,PRAR20250415024,Commercial,Mechanical,Alteration/Remodel,6235.5,0,0,Not Identified,,PRAR20250415024,Commercial,Mechanical,Alteration/Remodel,6235.5,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415024', 'normalized_value': 'PRAR20250415024', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '6235.5', 'normalized_value': 6235.5, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.542254+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000312,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,312,PRAR20250415029,Commercial,Mechanical,Alteration/Remodel,10114,0,0,Not Identified,,PRAR20250415029,Commercial,Mechanical,Alteration/Remodel,10114.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415029', 'normalized_value': 'PRAR20250415029', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '10114', 'normalized_value': 10114.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.542379+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,10000_99999,0,zero
run_20260621_165055_31_row_000313,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,313,PRAR20250415032,1 to 2 Family,Mechanical,Alteration/Remodel,9519,0,0,Not Identified,,PRAR20250415032,1 to 2 Family,Mechanical,Alteration/Remodel,9519.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415032', 'normalized_value': 'PRAR20250415032', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '9519', 'normalized_value': 9519.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.542505+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000314,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,314,PRAR20250415035,Commercial,Mechanical,Alteration/Remodel,7925,0,0,Not Identified,,PRAR20250415035,Commercial,Mechanical,Alteration/Remodel,7925.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415035', 'normalized_value': 'PRAR20250415035', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '7925', 'normalized_value': 7925.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.542628+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000315,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,315,PRAR20250415037,1 to 2 Family,Mechanical,Alteration/Remodel,7869,0,0,Not Identified,,PRAR20250415037,1 to 2 Family,Mechanical,Alteration/Remodel,7869.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415037', 'normalized_value': 'PRAR20250415037', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': '1 to 2 Family', 'normalized_value': '1 to 2 Family', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '7869', 'normalized_value': 7869.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.542753+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000316,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,316,PRAR20250415041,Commercial,Mechanical,Alteration/Remodel,6587.5,0,0,Not Identified,,PRAR20250415041,Commercial,Mechanical,Alteration/Remodel,6587.5,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415041', 'normalized_value': 'PRAR20250415041', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '6587.5', 'normalized_value': 6587.5, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.542879+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
run_20260621_165055_31_row_000317,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,317,PRAR20250415052,Commercial,Mechanical,Alteration/Remodel,10792.68,0,1,Residential-Multi-Family,Residential-Multi-Family,PRAR20250415052,Commercial,Mechanical,Alteration/Remodel,10792.68,0.0,1.0,Residential-Multi-Family,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415052', 'normalized_value': 'PRAR20250415052', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '10792.68', 'normalized_value': 10792.68, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '1', 'normalized_value': 1, 'messages': []}, 'permit_class': {'status': 'valid', 'raw_value': 'Residential-Multi-Family', 'normalized_value': 'Residential-Multi-Family', 'messages': []}}, 'validated_at': '2026-06-21T16:51:32.543003+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,10000_99999,1,zero
run_20260621_165055_31_row_000318,run_20260621_165055_31,run_20260621_165055_31_input,run_20260621_165055_31_csv,318,PRAR20250415054,Commercial,Mechanical,Alteration/Remodel,7489,0,0,Not Identified,,PRAR20250415054,Commercial,Mechanical,Alteration/Remodel,7489.0,0.0,0.0,,"{'record_status': 'valid', 'fields': {'permit_number': {'status': 'valid', 'raw_value': 'PRAR20250415054', 'normalized_value': 'PRAR20250415054', 'messages': []}, 'building_type': {'status': 'valid', 'raw_value': 'Commercial', 'normalized_value': 'Commercial', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Mechanical', 'normalized_value': 'Mechanical', 'messages': []}, 'const_type': {'status': 'valid', 'raw_value': 'Alteration/Remodel', 'normalized_value': 'Alteration/Remodel', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '7489', 'normalized_value': 7489.0, 'messages': []}, 'total_sf': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0.0, 'messages': []}, 'total_units': {'status': 'valid', 'raw_value': '0', 'normalized_value': 0, 'messages': []}, 'permit_class': {'status': 'missing', 'raw_value': 'Not Identified', 'normalized_value': None, 'messages': ['Field is missing']}}, 'validated_at': '2026-06-21T16:51:32.543159+00:00'}",valid,valid,valid,missing,valid,valid,valid,valid,valid,1000_9999,0,zero
